Gradient Profiler Text Data File: 4.24.140128_samp3.csv
Date: 2014-01-28
Time: 18:03:16

User: MK
Experiment name: 4.24.140128
UV Unit: EM-1
Rotor Manufacturer: Beckman
Rotor Model: SW41Ti
Speed: 35 rpm
Gradient: 11 10.0% to 50.0% w/v
Time: 3
w2t: 1 x 10^0
Sample Volume: 0.9 ml
Number of Tubes: 6
Volume per mm: 0.143 ml/mm

Absorbance Units Full Scale (AUFS): 2.00
Event Mark-triggered gradient; (with distance; auto start and stop)
Delay: Event Mark Delay
UV Wavelength: 254 nm
Samples / sec: 12 Hz
EM1 Speed: 0.20 mm/sec
Distance: 72.00 mm
Number: 1
Dead Volume: 0.241868 ml; Distance due to Dead Volume: 1.69 mm
Total Distance: 72.00 mm

Data Columns:
Distance(mm), Absorbance, Fraction Number, Fraction Volume(ml)
30.94, 0.355273, , 
30.96, 0.352997, , 
30.98, 0.351446, , 
30.99, 0.349975, , 
31.01, 0.348754, , 
31.03, 0.347521, , 
31.04, 0.346340, , 
31.06, 0.344888, , 
31.08, 0.343532, , 
31.09, 0.342319, , 
31.11, 0.340983, , 
31.13, 0.339833, , 
31.14, 0.338604, , 
31.16, 0.337264, , 
31.18, 0.335936, , 
31.19, 0.334818, , 
31.21, 0.333977, , 
31.23, 0.332982, , 
31.24, 0.331919, , 
31.26, 0.330968, , 
31.28, 0.329830, , 
31.29, 0.328779, , 
31.31, 0.327697, , 
31.33, 0.326693, , 
31.34, 0.325889, , 
31.36, 0.324921, , 
31.38, 0.323835, , 
31.39, 0.322514, , 
31.41, 0.321254, , 
31.43, 0.320143, , 
31.44, 0.319398, , 
31.46, 0.318641, , 
31.48, 0.317729, , 
31.49, 0.316591, , 
31.51, 0.315338, , 
31.53, 0.314573, , 
31.54, 0.313716, , 
31.56, 0.312670, , 
31.58, 0.311611, , 
31.59, 0.310556, , 
31.61, 0.309676, , 
31.63, 0.308657, , 
31.64, 0.307721, , 
31.66, 0.306920, , 
31.68, 0.306139, , 
31.69, 0.305350, , 
31.71, 0.304355, , 
31.73, 0.303550, , 
31.74, 0.302373, , 
31.76, 0.301576, , 
31.78, 0.300802, , 
31.79, 0.299875, , 
31.81, 0.298939, , 
31.83, 0.297948, , 
31.84, 0.297111, , 
31.86, 0.296231, , 
31.88, 0.295291, , 
31.89, 0.294213, , 
31.91, 0.293071, , 
31.93, 0.292318, , 
31.94, 0.291457, , 
31.96, 0.290292, , 
31.98, 0.289031, , 
31.99, 0.287865, , 
32.01, 0.286929, , 
32.03, 0.285871, , 
32.04, 0.284725, , 
32.06, 0.283623, , 
32.08, 0.282322, , 
32.09, 0.281224, , 
32.11, 0.280106, , 
32.13, 0.278924, , 
32.14, 0.277798, , 
32.16, 0.276672, , 
32.18, 0.275617, , 
32.19, 0.274384, , 
32.21, 0.273334, , 
32.23, 0.272227, , 
32.24, 0.271403, , 
32.26, 0.270511, , 
32.28, 0.269543, , 
32.29, 0.268401, , 
32.31, 0.267156, , 
32.33, 0.266391, , 
32.34, 0.265519, , 
32.36, 0.264579, , 
32.38, 0.263715, , 
32.39, 0.262684, , 
32.41, 0.261554, , 
32.43, 0.260563, , 
32.44, 0.259849, , 
32.46, 0.259314, , 
32.48, 0.258814, , 
32.49, 0.258334, , 
32.51, 0.257597, , 
32.53, 0.256645, , 
32.55, 0.255483, , 
32.56, 0.254873, , 
32.58, 0.254520, , 
32.59, 0.253838, , 
32.61, 0.252859, , 
32.63, 0.251923, , 
32.64, 0.251308, , 
32.66, 0.250809, , 
32.68, 0.250369, , 
32.69, 0.249814, , 
32.71, 0.249140, , 
32.73, 0.248684, , 
32.74, 0.248073, , 
32.76, 0.247137, , 
32.78, 0.246269, , 
32.79, 0.245765, , 
32.81, 0.245444, , 
32.83, 0.244917, , 
32.84, 0.244172, , 
32.86, 0.243394, , 
32.88, 0.242534, , 
32.89, 0.241888, , 
32.91, 0.241238, , 
32.93, 0.240425, , 
32.95, 0.239433, , 
32.96, 0.238752, , 
32.98, 0.238070, , 
32.99, 0.237304, , 
33.01, 0.236559, , 
33.03, 0.235611, , 
33.04, 0.234949, , 
33.06, 0.234347, , 
33.08, 0.233672, , 
33.09, 0.232987, , 
33.11, 0.231619, , 
33.13, 0.231008, , 
33.14, 0.230437, , 
33.16, 0.229660, , 
33.18, 0.228859, , 
33.19, 0.227904, , 
33.21, 0.227079, , 
33.23, 0.226357, , 
33.24, 0.225758, , 
33.26, 0.225176, , 
33.28, 0.224549, , 
33.29, 0.224101, , 
33.31, 0.223598, , 
33.33, 0.222832, , 
33.34, 0.221849, , 
33.36, 0.221274, , 
33.38, 0.220794, , 
33.39, 0.220247, , 
33.41, 0.219343, , 
33.43, 0.218364, , 
33.44, 0.217773, , 
33.46, 0.217305, , 
33.48, 0.216841, , 
33.49, 0.216251, , 
33.51, 0.215557, , 
33.53, 0.215125, , 
33.54, 0.214641, , 
33.56, 0.214078, , 
33.58, 0.212991, , 
33.59, 0.212551, , 
33.61, 0.212274, , 
33.63, 0.211857, , 
33.64, 0.211124, , 
33.66, 0.210133, , 
33.68, 0.209368, , 
33.69, 0.208816, , 
33.71, 0.208384, , 
33.73, 0.207805, , 
33.74, 0.207064, , 
33.76, 0.206497, , 
33.78, 0.206057, , 
33.79, 0.205514, , 
33.81, 0.204804, , 
33.83, 0.204162, , 
33.84, 0.203686, , 
33.86, 0.203254, , 
33.88, 0.202726, , 
33.89, 0.202084, , 
33.91, 0.201271, , 
33.93, 0.200815, , 
33.94, 0.200506, , 
33.96, 0.199963, , 
33.98, 0.199221, , 
33.99, 0.198777, , 
34.01, 0.198377, , 
34.03, 0.197897, , 
34.04, 0.197397, , 
34.06, 0.196743, , 
34.08, 0.196323, , 
34.09, 0.196073, , 
34.11, 0.195847, , 
34.13, 0.195363, , 
34.14, 0.194697, , 
34.16, 0.194317, , 
34.18, 0.194055, , 
34.19, 0.193829, , 
34.21, 0.193472, , 
34.23, 0.193000, , 
34.24, 0.192576, , 
34.26, 0.192172, , 
34.28, 0.191878, , 
34.29, 0.191474, , 
34.31, 0.191034, , 
34.33, 0.190788, , 
34.34, 0.190578, , 
34.36, 0.190086, , 
34.38, 0.189329, , 
34.39, 0.188833, , 
34.41, 0.188409, , 
34.43, 0.188151, , 
34.44, 0.187759, , 
34.46, 0.187247, , 
34.48, 0.186859, , 
34.49, 0.186549, , 
34.51, 0.186411, , 
34.53, 0.186125, , 
34.54, 0.185653, , 
34.56, 0.185233, , 
34.58, 0.184956, , 
34.59, 0.184622, , 
34.61, 0.184218, , 
34.63, 0.183956, , 
34.64, 0.183794, , 
34.66, 0.183592, , 
34.68, 0.183302, , 
34.70, 0.182830, , 
34.71, 0.182446, , 
34.73, 0.182188, , 
34.74, 0.182105, , 
34.76, 0.181906, , 
34.78, 0.181542, , 
34.79, 0.181221, , 
34.81, 0.181038, , 
34.83, 0.180899, , 
34.84, 0.180618, , 
34.86, 0.180317, , 
34.88, 0.180130, , 
34.89, 0.180007, , 
34.91, 0.179884, , 
34.93, 0.179635, , 
34.94, 0.179139, , 
34.96, 0.178727, , 
34.98, 0.178639, , 
34.99, 0.178465, , 
35.01, 0.178021, , 
35.03, 0.177628, , 
35.04, 0.177446, , 
35.06, 0.177414, , 
35.08, 0.177434, , 
35.10, 0.177157, , 
35.11, 0.176934, , 
35.13, 0.176728, , 
35.15, 0.176542, , 
35.16, 0.176030, , 
35.18, 0.174710, , 
35.19, 0.174643, , 
35.21, 0.174770, , 
35.23, 0.175047, , 
35.24, 0.175321, , 
35.26, 0.175281, , 
35.28, 0.175087, , 
35.29, 0.174964, , 
35.31, 0.174615, , 
35.33, 0.174333, , 
35.34, 0.174337, , 
35.36, 0.174258, , 
35.38, 0.174187, , 
35.39, 0.174036, , 
35.41, 0.173608, , 
35.43, 0.173350, , 
35.44, 0.173346, , 
35.46, 0.173453, , 
35.48, 0.173188, , 
35.50, 0.172724, , 
35.51, 0.172557, , 
35.53, 0.172656, , 
35.54, 0.172660, , 
35.56, 0.172280, , 
35.58, 0.171031, , 
35.59, 0.169619, , 
35.61, 0.169151, , 
35.63, 0.169354, , 
35.64, 0.169587, , 
35.66, 0.169591, , 
35.68, 0.169441, , 
35.69, 0.169607, , 
35.71, 0.170158, , 
35.73, 0.170666, , 
35.74, 0.170860, , 
35.76, 0.170916, , 
35.78, 0.171058, , 
35.79, 0.171078, , 
35.81, 0.170444, , 
35.83, 0.169940, , 
35.84, 0.169821, , 
35.86, 0.169952, , 
35.88, 0.170222, , 
35.89, 0.170285, , 
35.91, 0.170226, , 
35.93, 0.170206, , 
35.94, 0.170226, , 
35.96, 0.170230, , 
35.98, 0.170055, , 
35.99, 0.169623, , 
36.01, 0.168945, , 
36.03, 0.168247, , 
36.04, 0.165805, , 
36.06, 0.164290, , 
36.08, 0.165032, , 
36.09, 0.166190, , 
36.11, 0.166856, , 
36.13, 0.167105, , 
36.14, 0.167074, , 
36.16, 0.167109, , 
36.18, 0.167585, , 
36.19, 0.168247, , 
36.21, 0.168644, , 
36.23, 0.168699, , 
36.24, 0.168660, , 
36.26, 0.168715, , 
36.28, 0.168707, , 
36.29, 0.168370, , 
36.31, 0.167783, , 
36.33, 0.167026, , 
36.34, 0.166776, , 
36.36, 0.166887, , 
36.38, 0.166642, , 
36.39, 0.166075, , 
36.41, 0.165365, , 
36.43, 0.165290, , 
36.44, 0.165892, , 
36.46, 0.166828, , 
36.48, 0.167339, , 
36.49, 0.167688, , 
36.51, 0.167815, , 
36.53, 0.167807, , 
36.54, 0.167815, , 
36.56, 0.167744, , 
36.58, 0.167732, , 
36.59, 0.167811, , 
36.61, 0.167787, , 
36.63, 0.167506, , 
36.64, 0.167205, , 
36.66, 0.167280, , 
36.68, 0.167550, , 
36.69, 0.167668, , 
36.71, 0.167565, , 
36.73, 0.167470, , 
36.74, 0.167411, , 
36.76, 0.167363, , 
36.78, 0.167395, , 
36.79, 0.167435, , 
36.81, 0.167474, , 
36.83, 0.167573, , 
36.85, 0.167661, , 
36.86, 0.167478, , 
36.88, 0.167272, , 
36.89, 0.167391, , 
36.91, 0.167609, , 
36.93, 0.167688, , 
36.94, 0.167569, , 
36.96, 0.167442, , 
36.98, 0.167395, , 
36.99, 0.167427, , 
37.01, 0.167569, , 
37.03, 0.167514, , 
37.04, 0.167439, , 
37.06, 0.167502, , 
37.08, 0.167680, , 
37.09, 0.167617, , 
37.11, 0.167411, , 
37.13, 0.167347, , 
37.14, 0.167454, , 
37.16, 0.167609, , 
37.18, 0.167653, , 
37.19, 0.167506, , 
37.21, 0.167331, , 
37.23, 0.167450, , 
37.25, 0.167585, , 
37.26, 0.167538, , 
37.28, 0.167478, , 
37.29, 0.167522, , 
37.31, 0.167565, , 
37.33, 0.167506, , 
37.34, 0.167446, , 
37.36, 0.167347, , 
37.38, 0.167395, , 
37.39, 0.167435, , 
37.41, 0.167209, , 
37.43, 0.166959, , 
37.44, 0.166741, , 
37.46, 0.166943, , 
37.48, 0.167296, , 
37.49, 0.167597, , 
37.51, 0.167605, , 
37.53, 0.167518, , 
37.54, 0.167435, , 
37.56, 0.167339, , 
37.58, 0.167435, , 
37.59, 0.167320, , 
37.61, 0.167066, , 
37.63, 0.166975, , 
37.65, 0.167070, , 
37.66, 0.166971, , 
37.68, 0.166749, , 
37.69, 0.166768, , 
37.71, 0.166872, , 
37.73, 0.166923, , 
37.74, 0.166772, , 
37.76, 0.166538, , 
37.78, 0.166273, , 
37.79, 0.166190, , 
37.81, 0.166289, , 
37.83, 0.166233, , 
37.84, 0.166098, , 
37.86, 0.166067, , 
37.88, 0.166130, , 
37.89, 0.165924, , 
37.91, 0.165587, , 
37.93, 0.165369, , 
37.94, 0.165270, , 
37.96, 0.165254, , 
37.98, 0.165190, , 
37.99, 0.165123, , 
38.01, 0.164893, , 
38.03, 0.164695, , 
38.04, 0.164711, , 
38.06, 0.164560, , 
38.08, 0.164294, , 
38.09, 0.164116, , 
38.11, 0.164064, , 
38.13, 0.163898, , 
38.14, 0.163529, , 
38.16, 0.163220, , 
38.18, 0.163022, , 
38.19, 0.162974, , 
38.21, 0.162986, , 
38.23, 0.162716, , 
38.24, 0.162256, , 
38.26, 0.161963, , 
38.28, 0.161836, , 
38.29, 0.161749, , 
38.31, 0.161499, , 
38.33, 0.161178, , 
38.34, 0.160877, , 
38.36, 0.160555, , 
38.38, 0.160341, , 
38.39, 0.159937, , 
38.41, 0.159326, , 
38.43, 0.159033, , 
38.44, 0.159029, , 
38.46, 0.158795, , 
38.48, 0.158311, , 
38.49, 0.157990, , 
38.51, 0.157839, , 
38.53, 0.157689, , 
38.54, 0.157395, , 
38.56, 0.156864, , 
38.58, 0.156246, , 
38.59, 0.155809, , 
38.61, 0.155635, , 
38.63, 0.155302, , 
38.64, 0.154759, , 
38.66, 0.154192, , 
38.68, 0.153736, , 
38.69, 0.153315, , 
38.71, 0.152788, , 
38.73, 0.152423, , 
38.74, 0.152110, , 
38.76, 0.151626, , 
38.78, 0.151170, , 
38.79, 0.150651, , 
38.81, 0.150068, , 
38.83, 0.149569, , 
38.84, 0.149271, , 
38.86, 0.148883, , 
38.88, 0.148339, , 
38.89, 0.147804, , 
38.91, 0.147447, , 
38.93, 0.147043, , 
38.94, 0.146654, , 
38.96, 0.146206, , 
38.98, 0.145754, , 
39.00, 0.145219, , 
39.01, 0.144735, , 
39.03, 0.144220, , 
39.04, 0.143685, , 
39.06, 0.143486, , 
39.08, 0.143371, , 
39.09, 0.143185, , 
39.11, 0.142828, , 
39.13, 0.142432, , 
39.14, 0.141996, , 
39.16, 0.141552, , 
39.18, 0.141290, , 
39.19, 0.140917, , 
39.21, 0.140501, , 
39.23, 0.140203, , 
39.24, 0.139946, , 
39.26, 0.139438, , 
39.28, 0.138633, , 
39.29, 0.138007, , 
39.31, 0.137642, , 
39.33, 0.137448, , 
39.34, 0.137210, , 
39.36, 0.136770, , 
39.38, 0.136159, , 
39.40, 0.135533, , 
39.41, 0.135216, , 
39.43, 0.134962, , 
39.44, 0.134744, , 
39.46, 0.134581, , 
39.48, 0.134375, , 
39.49, 0.134026, , 
39.51, 0.133499, , 
39.53, 0.133213, , 
39.54, 0.133071, , 
39.56, 0.132971, , 
39.58, 0.132781, , 
39.59, 0.132397, , 
39.61, 0.131905, , 
39.63, 0.131485, , 
39.64, 0.131433, , 
39.66, 0.131358, , 
39.68, 0.131128, , 
39.69, 0.130791, , 
39.71, 0.130525, , 
39.73, 0.130295, , 
39.74, 0.130093, , 
39.76, 0.129851, , 
39.78, 0.129562, , 
39.80, 0.129391, , 
39.81, 0.129395, , 
39.83, 0.129189, , 
39.84, 0.128836, , 
39.86, 0.128709, , 
39.88, 0.128820, , 
39.89, 0.128947, , 
39.91, 0.128844, , 
39.93, 0.128582, , 
39.94, 0.128305, , 
39.96, 0.128170, , 
39.98, 0.128293, , 
39.99, 0.128325, , 
40.01, 0.128225, , 
40.03, 0.128162, , 
40.04, 0.128225, , 
40.06, 0.128118, , 
40.08, 0.127865, , 
40.09, 0.127682, , 
40.11, 0.127555, , 
40.13, 0.127543, , 
40.14, 0.127551, , 
40.16, 0.127440, , 
40.18, 0.127226, , 
40.19, 0.126996, , 
40.21, 0.126996, , 
40.23, 0.126953, , 
40.24, 0.126826, , 
40.26, 0.126691, , 
40.28, 0.126628, , 
40.29, 0.126501, , 
40.31, 0.126120, , 
40.33, 0.125755, , 
40.34, 0.125486, , 
40.36, 0.125470, , 
40.38, 0.125569, , 
40.39, 0.125391, , 
40.41, 0.124709, , 
40.43, 0.124086, , 
40.44, 0.124106, , 
40.46, 0.124320, , 
40.48, 0.124324, , 
40.49, 0.124130, , 
40.51, 0.123904, , 
40.53, 0.123658, , 
40.54, 0.123400, , 
40.56, 0.123226, , 
40.58, 0.123111, , 
40.59, 0.123067, , 
40.61, 0.123063, , 
40.63, 0.123051, , 
40.64, 0.122853, , 
40.66, 0.122508, , 
40.68, 0.122512, , 
40.69, 0.122591, , 
40.71, 0.122552, , 
40.73, 0.122262, , 
40.74, 0.121965, , 
40.76, 0.121735, , 
40.78, 0.121656, , 
40.79, 0.121782, , 
40.81, 0.121747, , 
40.83, 0.121568, , 
40.84, 0.121513, , 
40.86, 0.121374, , 
40.88, 0.121097, , 
40.89, 0.120863, , 
40.91, 0.120557, , 
40.93, 0.120486, , 
40.94, 0.120367, , 
40.96, 0.120030, , 
40.98, 0.119689, , 
40.99, 0.119158, , 
41.01, 0.119118, , 
41.03, 0.119078, , 
41.04, 0.118880, , 
41.06, 0.118575, , 
41.08, 0.118293, , 
41.09, 0.118095, , 
41.11, 0.117849, , 
41.13, 0.117568, , 
41.14, 0.117326, , 
41.16, 0.117239, , 
41.18, 0.117302, , 
41.19, 0.117274, , 
41.21, 0.116989, , 
41.23, 0.116473, , 
41.24, 0.116410, , 
41.26, 0.116446, , 
41.28, 0.116422, , 
41.29, 0.116255, , 
41.31, 0.116033, , 
41.33, 0.115895, , 
41.34, 0.115736, , 
41.36, 0.115657, , 
41.38, 0.115621, , 
41.39, 0.115581, , 
41.41, 0.115359, , 
41.43, 0.115201, , 
41.44, 0.115002, , 
41.46, 0.114729, , 
41.48, 0.114872, , 
41.49, 0.115046, , 
41.51, 0.115113, , 
41.53, 0.114979, , 
41.55, 0.114761, , 
41.56, 0.114642, , 
41.58, 0.114546, , 
41.59, 0.114705, , 
41.61, 0.114717, , 
41.63, 0.114507, , 
41.64, 0.114439, , 
41.66, 0.114471, , 
41.68, 0.114368, , 
41.69, 0.114106, , 
41.71, 0.113972, , 
41.73, 0.114003, , 
41.74, 0.114047, , 
41.76, 0.113940, , 
41.78, 0.113801, , 
41.79, 0.113615, , 
41.81, 0.113631, , 
41.83, 0.113865, , 
41.84, 0.113841, , 
41.86, 0.113575, , 
41.88, 0.113202, , 
41.89, 0.113159, , 
41.91, 0.113175, , 
41.93, 0.113230, , 
41.95, 0.113163, , 
41.96, 0.113064, , 
41.98, 0.113044, , 
41.99, 0.113083, , 
42.01, 0.112889, , 
42.03, 0.112596, , 
42.04, 0.112643, , 
42.06, 0.112802, , 
42.08, 0.112889, , 
42.09, 0.112770, , 
42.11, 0.112469, , 
42.13, 0.112592, , 
42.14, 0.112782, , 
42.16, 0.112937, , 
42.18, 0.112941, , 
42.19, 0.113044, , 
42.21, 0.113377, , 
42.23, 0.113746, , 
42.24, 0.113726, , 
42.26, 0.113476, , 
42.28, 0.113440, , 
42.29, 0.113646, , 
42.31, 0.113884, , 
42.33, 0.113849, , 
42.35, 0.113194, , 
42.36, 0.112243, , 
42.38, 0.111390, , 
42.39, 0.111466, , 
42.41, 0.111482, , 
42.43, 0.111291, , 
42.44, 0.111283, , 
42.46, 0.111438, , 
42.48, 0.111632, , 
42.49, 0.112096, , 
42.51, 0.112600, , 
42.53, 0.112984, , 
42.54, 0.113302, , 
42.56, 0.113309, , 
42.58, 0.113147, , 
42.59, 0.112794, , 
42.61, 0.112501, , 
42.63, 0.112707, , 
42.64, 0.112917, , 
42.66, 0.112961, , 
42.68, 0.113040, , 
42.69, 0.113345, , 
42.71, 0.113547, , 
42.73, 0.113579, , 
42.74, 0.113801, , 
42.76, 0.113916, , 
42.78, 0.114198, , 
42.79, 0.114384, , 
42.81, 0.114285, , 
42.83, 0.114114, , 
42.84, 0.114162, , 
42.86, 0.114650, , 
42.88, 0.114987, , 
42.89, 0.115086, , 
42.91, 0.115276, , 
42.93, 0.115435, , 
42.94, 0.115554, , 
42.96, 0.115704, , 
42.98, 0.115815, , 
42.99, 0.115902, , 
43.01, 0.116172, , 
43.03, 0.116577, , 
43.04, 0.116616, , 
43.06, 0.116489, , 
43.08, 0.116569, , 
43.09, 0.116858, , 
43.11, 0.117155, , 
43.13, 0.117310, , 
43.14, 0.117385, , 
43.16, 0.117377, , 
43.18, 0.117377, , 
43.19, 0.117536, , 
43.21, 0.117722, , 
43.23, 0.117936, , 
43.24, 0.118107, , 
43.26, 0.118436, , 
43.28, 0.118622, , 
43.29, 0.118634, , 
43.31, 0.118801, , 
43.33, 0.119142, , 
43.34, 0.119530, , 
43.36, 0.119824, , 
43.38, 0.119939, , 
43.39, 0.119820, , 
43.41, 0.119614, , 
43.43, 0.119856, , 
43.44, 0.120181, , 
43.46, 0.120581, , 
43.48, 0.120823, , 
43.49, 0.121112, , 
43.51, 0.121386, , 
43.53, 0.121560, , 
43.54, 0.121842, , 
43.56, 0.122104, , 
43.58, 0.122429, , 
43.59, 0.122694, , 
43.61, 0.122754, , 
43.63, 0.122663, , 
43.64, 0.122726, , 
43.66, 0.123111, , 
43.68, 0.123468, , 
43.70, 0.123590, , 
43.71, 0.123666, , 
43.73, 0.123840, , 
43.74, 0.124130, , 
43.76, 0.124491, , 
43.78, 0.124689, , 
43.79, 0.124867, , 
43.81, 0.125192, , 
43.83, 0.125577, , 
43.84, 0.125692, , 
43.86, 0.125799, , 
43.88, 0.125946, , 
43.89, 0.126231, , 
43.91, 0.126632, , 
43.93, 0.126984, , 
43.94, 0.127306, , 
43.96, 0.127353, , 
43.98, 0.127524, , 
43.99, 0.127920, , 
44.01, 0.128233, , 
44.03, 0.128412, , 
44.04, 0.128658, , 
44.06, 0.129018, , 
44.08, 0.129205, , 
44.10, 0.129189, , 
44.11, 0.129260, , 
44.13, 0.129486, , 
44.14, 0.129915, , 
44.16, 0.130343, , 
44.18, 0.130541, , 
44.19, 0.130430, , 
44.21, 0.130347, , 
44.23, 0.130676, , 
44.24, 0.131017, , 
44.26, 0.131255, , 
44.28, 0.131417, , 
44.29, 0.131604, , 
44.31, 0.131659, , 
44.33, 0.131758, , 
44.34, 0.131897, , 
44.36, 0.132004, , 
44.38, 0.132258, , 
44.39, 0.132531, , 
44.41, 0.132444, , 
44.43, 0.132190, , 
44.44, 0.132167, , 
44.46, 0.132571, , 
44.48, 0.133075, , 
44.50, 0.133431, , 
44.51, 0.133435, , 
44.53, 0.133352, , 
44.54, 0.133305, , 
44.56, 0.133503, , 
44.58, 0.133768, , 
44.59, 0.133895, , 
44.61, 0.133979, , 
44.63, 0.134109, , 
44.64, 0.134050, , 
44.66, 0.133828, , 
44.68, 0.133879, , 
44.69, 0.134066, , 
44.71, 0.134228, , 
44.73, 0.134248, , 
44.74, 0.134066, , 
44.76, 0.133749, , 
44.78, 0.133895, , 
44.79, 0.134165, , 
44.81, 0.134086, , 
44.83, 0.133828, , 
44.84, 0.133677, , 
44.86, 0.133614, , 
44.88, 0.133582, , 
44.89, 0.133661, , 
44.91, 0.133594, , 
44.93, 0.133511, , 
44.94, 0.133483, , 
44.96, 0.133475, , 
44.98, 0.133213, , 
44.99, 0.132932, , 
45.01, 0.132821, , 
45.03, 0.132841, , 
45.04, 0.132872, , 
45.06, 0.132726, , 
45.08, 0.132508, , 
45.09, 0.132178, , 
45.11, 0.132167, , 
45.13, 0.132052, , 
45.14, 0.131794, , 
45.16, 0.131489, , 
45.18, 0.131382, , 
45.19, 0.131267, , 
45.21, 0.130961, , 
45.23, 0.130608, , 
45.24, 0.130299, , 
45.26, 0.130176, , 
45.28, 0.130129, , 
45.29, 0.129899, , 
45.31, 0.129534, , 
45.33, 0.128860, , 
45.34, 0.128689, , 
45.36, 0.128618, , 
45.38, 0.128340, , 
45.39, 0.127972, , 
45.41, 0.127429, , 
45.43, 0.127064, , 
45.44, 0.126671, , 
45.46, 0.126509, , 
45.48, 0.126310, , 
45.49, 0.126140, , 
45.51, 0.126104, , 
45.53, 0.125938, , 
45.54, 0.125529, , 
45.56, 0.124804, , 
45.58, 0.124554, , 
45.59, 0.124498, , 
45.61, 0.124360, , 
45.63, 0.124086, , 
45.64, 0.123709, , 
45.66, 0.123400, , 
45.68, 0.122928, , 
45.69, 0.122675, , 
45.71, 0.122361, , 
45.73, 0.121961, , 
45.74, 0.121675, , 
45.76, 0.121521, , 
45.78, 0.121093, , 
45.79, 0.120573, , 
45.81, 0.120288, , 
45.83, 0.120137, , 
45.85, 0.119859, , 
45.86, 0.119415, , 
45.88, 0.118999, , 
45.89, 0.118416, , 
45.91, 0.118404, , 
45.93, 0.118321, , 
45.94, 0.117940, , 
45.96, 0.117473, , 
45.98, 0.117116, , 
45.99, 0.116707, , 
46.01, 0.116037, , 
46.03, 0.115823, , 
46.04, 0.115625, , 
46.06, 0.115506, , 
46.08, 0.115415, , 
46.09, 0.115256, , 
46.11, 0.114983, , 
46.13, 0.114432, , 
46.14, 0.114225, , 
46.16, 0.114122, , 
46.18, 0.113880, , 
46.19, 0.113472, , 
46.21, 0.113103, , 
46.23, 0.112937, , 
46.25, 0.112651, , 
46.26, 0.112445, , 
46.28, 0.112148, , 
46.29, 0.111961, , 
46.31, 0.111953, , 
46.33, 0.111902, , 
46.34, 0.111684, , 
46.36, 0.111045, , 
46.38, 0.110768, , 
46.39, 0.110792, , 
46.41, 0.110530, , 
46.43, 0.110221, , 
46.44, 0.109864, , 
46.46, 0.109606, , 
46.48, 0.109309, , 
46.49, 0.109341, , 
46.51, 0.109329, , 
46.53, 0.109234, , 
46.54, 0.109146, , 
46.56, 0.109019, , 
46.58, 0.108631, , 
46.59, 0.108064, , 
46.61, 0.107778, , 
46.63, 0.107711, , 
46.65, 0.107834, , 
46.66, 0.107763, , 
46.68, 0.107588, , 
46.69, 0.107116, , 
46.71, 0.107164, , 
46.73, 0.107326, , 
46.74, 0.107215, , 
46.76, 0.106926, , 
46.78, 0.106763, , 
46.79, 0.106724, , 
46.81, 0.106629, , 
46.83, 0.106553, , 
46.84, 0.106438, , 
46.86, 0.106371, , 
46.88, 0.106351, , 
46.89, 0.106252, , 
46.91, 0.105970, , 
46.93, 0.105637, , 
46.94, 0.105582, , 
46.96, 0.105598, , 
46.98, 0.105483, , 
46.99, 0.105336, , 
47.01, 0.105273, , 
47.03, 0.105237, , 
47.04, 0.105090, , 
47.06, 0.104999, , 
47.08, 0.104840, , 
47.09, 0.104717, , 
47.11, 0.104682, , 
47.13, 0.104729, , 
47.14, 0.104527, , 
47.16, 0.104162, , 
47.18, 0.104035, , 
47.19, 0.104043, , 
47.21, 0.104079, , 
47.23, 0.104024, , 
47.24, 0.103928, , 
47.26, 0.103766, , 
47.28, 0.103647, , 
47.29, 0.103738, , 
47.31, 0.103730, , 
47.33, 0.103730, , 
47.34, 0.103798, , 
47.36, 0.103968, , 
47.38, 0.103837, , 
47.39, 0.103476, , 
47.41, 0.103080, , 
47.43, 0.102949, , 
47.44, 0.103155, , 
47.46, 0.103274, , 
47.48, 0.103250, , 
47.49, 0.103048, , 
47.51, 0.102973, , 
47.53, 0.103401, , 
47.54, 0.103663, , 
47.56, 0.103702, , 
47.58, 0.103679, , 
47.59, 0.103750, , 
47.61, 0.103683, , 
47.63, 0.103564, , 
47.64, 0.103623, , 
47.66, 0.103710, , 
47.68, 0.103873, , 
47.69, 0.103940, , 
47.71, 0.103802, , 
47.73, 0.103484, , 
47.74, 0.103568, , 
47.76, 0.104000, , 
47.78, 0.104246, , 
47.79, 0.104246, , 
47.81, 0.104198, , 
47.83, 0.104119, , 
47.84, 0.104166, , 
47.86, 0.104329, , 
47.88, 0.104369, , 
47.89, 0.104392, , 
47.91, 0.104547, , 
47.93, 0.104797, , 
47.94, 0.104789, , 
47.96, 0.104567, , 
47.98, 0.104630, , 
47.99, 0.104896, , 
48.01, 0.105209, , 
48.03, 0.105277, , 
48.04, 0.105261, , 
48.06, 0.105241, , 
48.08, 0.105388, , 
48.09, 0.105606, , 
48.11, 0.105645, , 
48.13, 0.105610, , 
48.14, 0.105752, , 
48.16, 0.106141, , 
48.18, 0.106256, , 
48.19, 0.106145, , 
48.21, 0.106224, , 
48.23, 0.106478, , 
48.24, 0.107005, , 
48.26, 0.107287, , 
48.28, 0.107342, , 
48.29, 0.107223, , 
48.31, 0.107188, , 
48.33, 0.107548, , 
