Gradient Profiler Text Data File: 4.24.140128_samp3.csv
Date: 2014-01-28
Time: 18:03:16

User: MK
Experiment name: 4.24.140128
UV Unit: EM-1
Rotor Manufacturer: Beckman
Rotor Model: SW41Ti
Speed: 35 rpm
Gradient: 11 10.0% to 50.0% w/v
Time: 3
w2t: 1 x 10^0
Sample Volume: 0.9 ml
Number of Tubes: 6
Volume per mm: 0.143 ml/mm

Absorbance Units Full Scale (AUFS): 2.00
Event Mark-triggered gradient; (with distance; auto start and stop)
Delay: Event Mark Delay
UV Wavelength: 254 nm
Samples / sec: 12 Hz
EM1 Speed: 0.20 mm/sec
Distance: 72.00 mm
Number: 1
Dead Volume: 0.241868 ml; Distance due to Dead Volume: 1.69 mm
Total Distance: 72.00 mm

Data Columns:
Distance(mm), Absorbance, Fraction Number, Fraction Volume(ml)
13.54, 0.052912, , 
13.56, 0.053122, , 
13.58, 0.053241, , 
13.59, 0.053162, , 
13.61, 0.053019, , 
13.63, 0.053174, , 
13.64, 0.053562, , 
13.66, 0.053796, , 
13.68, 0.053951, , 
13.69, 0.054189, , 
13.71, 0.054510, , 
13.73, 0.054680, , 
13.74, 0.054732, , 
13.76, 0.054720, , 
13.78, 0.054819, , 
13.79, 0.055172, , 
13.81, 0.055529, , 
13.83, 0.055715, , 
13.84, 0.055755, , 
13.86, 0.055806, , 
13.88, 0.056112, , 
13.89, 0.056413, , 
13.91, 0.056595, , 
13.93, 0.056754, , 
13.94, 0.056964, , 
13.96, 0.057127, , 
13.98, 0.057289, , 
13.99, 0.057245, , 
14.01, 0.057166, , 
14.03, 0.057416, , 
14.04, 0.057840, , 
14.06, 0.058161, , 
14.08, 0.058237, , 
14.09, 0.058372, , 
14.11, 0.058760, , 
14.13, 0.059137, , 
14.15, 0.059406, , 
14.16, 0.059430, , 
14.18, 0.059418, , 
14.19, 0.059636, , 
14.21, 0.059997, , 
14.23, 0.060306, , 
14.24, 0.060433, , 
14.26, 0.060568, , 
14.28, 0.060802, , 
14.29, 0.060980, , 
14.31, 0.061091, , 
14.33, 0.061270, , 
14.34, 0.061488, , 
14.36, 0.061773, , 
14.38, 0.061988, , 
14.39, 0.062079, , 
14.41, 0.062142, , 
14.43, 0.062309, , 
14.44, 0.062685, , 
14.46, 0.062967, , 
14.48, 0.063026, , 
14.49, 0.063078, , 
14.51, 0.063268, , 
14.53, 0.063550, , 
14.55, 0.063815, , 
14.56, 0.063839, , 
14.58, 0.063803, , 
14.59, 0.063982, , 
14.61, 0.064323, , 
14.63, 0.064596, , 
14.64, 0.064537, , 
14.66, 0.064505, , 
14.68, 0.064727, , 
14.69, 0.064953, , 
14.71, 0.065052, , 
14.73, 0.065044, , 
14.74, 0.065009, , 
14.76, 0.065048, , 
14.78, 0.065179, , 
14.79, 0.065278, , 
14.81, 0.065290, , 
14.83, 0.065370, , 
14.84, 0.065580, , 
14.86, 0.065750, , 
14.88, 0.065627, , 
14.89, 0.065417, , 
14.91, 0.065362, , 
14.93, 0.065516, , 
14.95, 0.065703, , 
14.96, 0.065675, , 
14.98, 0.065457, , 
14.99, 0.065013, , 
15.01, 0.064696, , 
15.03, 0.064704, , 
15.04, 0.064779, , 
15.06, 0.064870, , 
15.08, 0.064941, , 
15.09, 0.065001, , 
15.11, 0.065005, , 
15.13, 0.064870, , 
15.14, 0.064711, , 
15.16, 0.064727, , 
15.18, 0.064755, , 
15.19, 0.064327, , 
15.21, 0.063780, , 
15.23, 0.063605, , 
15.24, 0.063724, , 
15.26, 0.063895, , 
15.28, 0.063827, , 
15.29, 0.063546, , 
15.31, 0.063217, , 
15.33, 0.063102, , 
15.34, 0.063118, , 
15.36, 0.062959, , 
15.38, 0.062689, , 
15.39, 0.062277, , 
15.41, 0.061956, , 
15.43, 0.061635, , 
15.44, 0.061444, , 
15.46, 0.061405, , 
15.48, 0.061357, , 
15.49, 0.061341, , 
15.51, 0.061218, , 
15.53, 0.060905, , 
15.54, 0.060608, , 
15.56, 0.060457, , 
15.58, 0.060453, , 
15.59, 0.060350, , 
15.61, 0.060029, , 
15.63, 0.059728, , 
15.64, 0.059509, , 
15.66, 0.059367, , 
15.68, 0.059220, , 
15.69, 0.058950, , 
15.71, 0.058586, , 
15.73, 0.058356, , 
15.74, 0.058320, , 
15.76, 0.058106, , 
15.78, 0.057761, , 
15.79, 0.057527, , 
15.81, 0.057349, , 
15.83, 0.057289, , 
15.84, 0.057146, , 
15.86, 0.056932, , 
15.88, 0.056667, , 
15.89, 0.056464, , 
15.91, 0.056385, , 
15.93, 0.056167, , 
15.94, 0.055826, , 
15.96, 0.055513, , 
15.98, 0.055414, , 
15.99, 0.055132, , 
16.01, 0.054530, , 
16.03, 0.054117, , 
16.04, 0.053899, , 
16.06, 0.054050, , 
16.08, 0.054256, , 
16.09, 0.054228, , 
16.11, 0.053911, , 
16.13, 0.053618, , 
16.14, 0.053570, , 
16.16, 0.053534, , 
16.18, 0.053380, , 
16.19, 0.053098, , 
16.21, 0.052876, , 
16.23, 0.052690, , 
16.24, 0.052523, , 
16.26, 0.052349, , 
16.28, 0.052107, , 
16.30, 0.051996, , 
16.31, 0.051980, , 
16.33, 0.051798, , 
16.34, 0.051465, , 
16.36, 0.051211, , 
16.38, 0.051183, , 
16.39, 0.051203, , 
16.41, 0.051048, , 
16.43, 0.050747, , 
16.44, 0.050354, , 
16.46, 0.050200, , 
16.48, 0.050327, , 
16.49, 0.050247, , 
16.51, 0.049970, , 
16.53, 0.049728, , 
16.54, 0.049534, , 
16.56, 0.049387, , 
16.58, 0.049224, , 
16.59, 0.049109, , 
16.61, 0.048983, , 
16.63, 0.048919, , 
16.64, 0.048840, , 
16.66, 0.048546, , 
16.68, 0.048253, , 
16.70, 0.048110, , 
16.71, 0.048253, , 
16.73, 0.048309, , 
16.74, 0.048051, , 
16.76, 0.047734, , 
16.78, 0.047662, , 
16.79, 0.047686, , 
16.81, 0.047571, , 
16.83, 0.047353, , 
16.84, 0.047143, , 
16.86, 0.047107, , 
16.88, 0.047262, , 
16.89, 0.047254, , 
16.91, 0.046984, , 
16.93, 0.046687, , 
16.94, 0.046592, , 
16.96, 0.046532, , 
16.98, 0.046457, , 
16.99, 0.046247, , 
17.01, 0.045878, , 
17.03, 0.045656, , 
17.04, 0.045656, , 
17.06, 0.045708, , 
17.08, 0.045652, , 
17.10, 0.045632, , 
17.11, 0.045652, , 
17.13, 0.045529, , 
17.14, 0.045351, , 
17.16, 0.045164, , 
17.18, 0.045065, , 
17.19, 0.045216, , 
17.21, 0.045363, , 
17.23, 0.045224, , 
17.24, 0.044899, , 
17.26, 0.044621, , 
17.28, 0.044708, , 
17.29, 0.044839, , 
17.31, 0.044685, , 
17.33, 0.044415, , 
17.34, 0.044122, , 
17.36, 0.044007, , 
17.38, 0.043999, , 
17.39, 0.044030, , 
17.41, 0.043915, , 
17.43, 0.043840, , 
17.44, 0.043844, , 
17.46, 0.043824, , 
17.48, 0.043642, , 
17.49, 0.043448, , 
17.51, 0.043535, , 
17.53, 0.043602, , 
17.54, 0.043456, , 
17.56, 0.042853, , 
17.58, 0.041881, , 
17.59, 0.041834, , 
17.61, 0.042214, , 
17.63, 0.042639, , 
17.64, 0.042813, , 
17.66, 0.042714, , 
17.68, 0.042730, , 
17.69, 0.042833, , 
17.71, 0.042702, , 
17.73, 0.042080, , 
17.74, 0.042052, , 
17.76, 0.042179, , 
17.78, 0.042250, , 
17.79, 0.042250, , 
17.81, 0.042179, , 
17.83, 0.042096, , 
17.84, 0.042096, , 
17.86, 0.042179, , 
17.88, 0.042024, , 
17.89, 0.041762, , 
17.91, 0.041711, , 
17.93, 0.041806, , 
17.94, 0.041826, , 
17.96, 0.041620, , 
17.98, 0.041358, , 
17.99, 0.041267, , 
18.01, 0.041199, , 
18.03, 0.041275, , 
18.04, 0.041243, , 
18.06, 0.040989, , 
18.08, 0.040708, , 
18.09, 0.040708, , 
18.11, 0.040970, , 
18.13, 0.041096, , 
18.14, 0.041084, , 
18.16, 0.041025, , 
18.18, 0.041029, , 
18.19, 0.040946, , 
18.21, 0.040315, , 
18.23, 0.039538, , 
18.24, 0.039154, , 
18.26, 0.039312, , 
18.28, 0.039253, , 
18.29, 0.038805, , 
18.31, 0.038678, , 
18.33, 0.038935, , 
18.34, 0.039681, , 
18.36, 0.040292, , 
18.38, 0.040601, , 
18.39, 0.040672, , 
18.41, 0.040819, , 
18.43, 0.041104, , 
18.44, 0.041247, , 
18.46, 0.041144, , 
18.48, 0.041045, , 
18.49, 0.041100, , 
18.51, 0.041156, , 
18.53, 0.041132, , 
18.54, 0.041053, , 
18.56, 0.041025, , 
18.58, 0.041136, , 
18.59, 0.041057, , 
18.61, 0.040625, , 
18.63, 0.040593, , 
18.64, 0.040573, , 
18.66, 0.040161, , 
18.68, 0.038797, , 
18.69, 0.036683, , 
18.71, 0.035415, , 
18.73, 0.035395, , 
18.74, 0.036299, , 
18.76, 0.036898, , 
18.78, 0.036898, , 
18.80, 0.036874, , 
18.81, 0.036858, , 
18.85, 0.036842, , 
18.88, 0.036890, , 
18.88, 0.036945, , 
18.89, 0.037048, , 
18.89, 0.037381, , 
18.91, 0.038563, , 
18.93, 0.039954, , 
18.94, 0.040740, , 
18.96, 0.041199, , 
18.98, 0.041485, , 
19.00, 0.041449, , 
19.01, 0.041128, , 
19.03, 0.039732, , 
19.04, 0.039372, , 
19.06, 0.039867, , 
19.09, 0.039657, , 
19.10, 0.039316, , 
19.11, 0.038900, , 
19.13, 0.038499, , 
19.14, 0.037643, , 
19.16, 0.036866, , 
19.18, 0.038234, , 
19.19, 0.040073, , 
19.21, 0.041267, , 
19.23, 0.042183, , 
19.25, 0.043000, , 
19.26, 0.043364, , 
19.28, 0.043896, , 
19.29, 0.044800, , 
19.31, 0.045513, , 
19.33, 0.046382, , 
19.34, 0.046869, , 
19.36, 0.047258, , 
19.38, 0.047698, , 
19.39, 0.048213, , 
19.41, 0.048725, , 
19.43, 0.048947, , 
19.44, 0.049169, , 
19.46, 0.049625, , 
19.48, 0.050180, , 
19.49, 0.050612, , 
19.51, 0.050906, , 
19.53, 0.051298, , 
19.54, 0.051774, , 
19.56, 0.052452, , 
19.58, 0.053253, , 
19.59, 0.053800, , 
19.61, 0.054264, , 
19.63, 0.054926, , 
19.65, 0.055905, , 
19.66, 0.056560, , 
19.68, 0.057166, , 
19.69, 0.057967, , 
19.71, 0.058911, , 
19.73, 0.060088, , 
19.74, 0.060961, , 
19.76, 0.061738, , 
19.78, 0.062614, , 
19.79, 0.063645, , 
19.81, 0.064965, , 
19.83, 0.065956, , 
19.84, 0.067078, , 
19.86, 0.068363, , 
19.88, 0.070068, , 
19.89, 0.071365, , 
19.91, 0.072518, , 
19.93, 0.073823, , 
19.94, 0.075393, , 
19.96, 0.077498, , 
19.98, 0.079156, , 
19.99, 0.080627, , 
20.01, 0.081883, , 
20.03, 0.083477, , 
20.04, 0.085888, , 
20.06, 0.087470, , 
20.08, 0.089453, , 
20.09, 0.091574, , 
20.11, 0.093877, , 
20.13, 0.096589, , 
20.14, 0.098699, , 
20.16, 0.100840, , 
20.18, 0.103048, , 
20.19, 0.105503, , 
20.21, 0.108504, , 
20.23, 0.110867, , 
20.24, 0.113175, , 
20.26, 0.115692, , 
20.28, 0.118967, , 
20.29, 0.121699, , 
20.31, 0.124217, , 
20.33, 0.126620, , 
20.34, 0.129114, , 
20.36, 0.132472, , 
20.38, 0.135438, , 
20.39, 0.138185, , 
20.41, 0.140854, , 
20.43, 0.143645, , 
20.44, 0.147209, , 
20.46, 0.150104, , 
20.48, 0.152768, , 
20.49, 0.155488, , 
20.51, 0.158402, , 
20.53, 0.162106, , 
20.54, 0.165079, , 
20.56, 0.167819, , 
20.58, 0.170507, , 
20.59, 0.173342, , 
20.61, 0.177030, , 
20.63, 0.179980, , 
20.64, 0.182699, , 
20.66, 0.185376, , 
20.68, 0.188893, , 
20.69, 0.191823, , 
20.71, 0.194570, , 
20.73, 0.197187, , 
20.74, 0.199709, , 
20.76, 0.202869, , 
20.78, 0.205597, , 
20.79, 0.208190, , 
20.81, 0.210501, , 
20.83, 0.212726, , 
20.84, 0.215692, , 
20.86, 0.218138, , 
20.88, 0.220414, , 
20.89, 0.222571, , 
20.91, 0.224751, , 
20.93, 0.227388, , 
20.94, 0.229501, , 
20.96, 0.231468, , 
20.98, 0.233347, , 
21.00, 0.235635, , 
21.01, 0.237407, , 
21.03, 0.239124, , 
21.04, 0.240797, , 
21.06, 0.242590, , 
21.08, 0.244802, , 
21.09, 0.246650, , 
21.11, 0.248303, , 
21.13, 0.249722, , 
21.14, 0.251019, , 
21.16, 0.252649, , 
21.18, 0.254147, , 
21.19, 0.255587, , 
21.21, 0.256883, , 
21.23, 0.258057, , 
21.24, 0.259452, , 
21.26, 0.260452, , 
21.28, 0.261371, , 
21.29, 0.262327, , 
21.31, 0.263255, , 
21.33, 0.264504, , 
21.34, 0.265531, , 
21.36, 0.266316, , 
21.38, 0.266914, , 
21.40, 0.267727, , 
21.41, 0.268568, , 
21.43, 0.269333, , 
21.44, 0.269932, , 
21.46, 0.270479, , 
21.48, 0.271129, , 
21.49, 0.271684, , 
21.51, 0.272160, , 
21.53, 0.272580, , 
21.54, 0.272901, , 
21.56, 0.273302, , 
21.58, 0.273770, , 
21.59, 0.274297, , 
21.61, 0.274547, , 
21.63, 0.274729, , 
21.64, 0.274991, , 
21.66, 0.275348, , 
21.68, 0.275613, , 
21.69, 0.275760, , 
21.71, 0.275871, , 
21.73, 0.275978, , 
21.74, 0.276113, , 
21.76, 0.276196, , 
21.78, 0.276117, , 
21.80, 0.276081, , 
21.81, 0.276192, , 
21.83, 0.276279, , 
21.84, 0.276268, , 
21.86, 0.276164, , 
21.88, 0.276050, , 
21.89, 0.276050, , 
21.91, 0.276137, , 
21.93, 0.276125, , 
21.94, 0.275907, , 
21.96, 0.275451, , 
21.98, 0.275372, , 
21.99, 0.275249, , 
22.01, 0.274733, , 
22.03, 0.274230, , 
22.04, 0.273841, , 
22.06, 0.273619, , 
22.08, 0.273540, , 
22.09, 0.273290, , 
22.11, 0.272913, , 
22.13, 0.272648, , 
22.14, 0.272441, , 
22.16, 0.272045, , 
22.18, 0.271466, , 
22.19, 0.270665, , 
22.21, 0.270051, , 
22.23, 0.269706, , 
22.24, 0.269365, , 
22.26, 0.268869, , 
22.28, 0.268147, , 
22.29, 0.267525, , 
22.31, 0.267228, , 
22.33, 0.266851, , 
22.34, 0.266209, , 
22.36, 0.265229, , 
22.38, 0.264420, , 
22.39, 0.263619, , 
22.41, 0.262811, , 
22.43, 0.261895, , 
22.44, 0.261229, , 
22.46, 0.260689, , 
22.48, 0.260146, , 
22.49, 0.259373, , 
22.51, 0.258322, , 
22.53, 0.257537, , 
22.54, 0.256820, , 
22.56, 0.256070, , 
22.58, 0.255226, , 
22.59, 0.254080, , 
22.61, 0.253112, , 
22.63, 0.252284, , 
22.64, 0.251499, , 
22.66, 0.250567, , 
22.68, 0.249310, , 
22.69, 0.248315, , 
22.71, 0.247554, , 
22.73, 0.246697, , 
22.74, 0.245627, , 
22.76, 0.244235, , 
22.78, 0.243137, , 
22.79, 0.242189, , 
22.81, 0.241329, , 
22.83, 0.240167, , 
22.84, 0.239041, , 
22.86, 0.237947, , 
22.88, 0.236995, , 
22.89, 0.235996, , 
22.91, 0.234612, , 
22.93, 0.233478, , 
22.94, 0.232348, , 
22.96, 0.231143, , 
22.98, 0.229894, , 
22.99, 0.228411, , 
23.01, 0.227261, , 
23.03, 0.226306, , 
23.04, 0.225410, , 
23.06, 0.224367, , 
23.08, 0.222666, , 
23.09, 0.221246, , 
23.11, 0.220176, , 
23.13, 0.219173, , 
23.15, 0.217698, , 
23.16, 0.216381, , 
23.18, 0.215073, , 
23.19, 0.213888, , 
23.21, 0.212865, , 
23.23, 0.211413, , 
23.24, 0.210137, , 
23.26, 0.208991, , 
23.28, 0.207916, , 
23.29, 0.206663, , 
23.31, 0.204935, , 
23.33, 0.203674, , 
23.34, 0.202627, , 
23.36, 0.201668, , 
23.38, 0.200546, , 
23.39, 0.198742, , 
23.41, 0.197282, , 
23.43, 0.195867, , 
23.44, 0.195070, , 
23.46, 0.194237, , 
23.48, 0.192905, , 
23.49, 0.191609, , 
23.51, 0.190435, , 
23.53, 0.189293, , 
23.55, 0.187925, , 
23.56, 0.186764, , 
23.58, 0.185614, , 
23.59, 0.184583, , 
23.61, 0.183580, , 
23.63, 0.182255, , 
23.64, 0.181026, , 
23.66, 0.179841, , 
23.68, 0.178877, , 
23.69, 0.177930, , 
23.71, 0.176550, , 
23.73, 0.175337, , 
23.74, 0.174274, , 
23.76, 0.173366, , 
23.78, 0.172450, , 
23.79, 0.171201, , 
23.81, 0.170020, , 
23.83, 0.168929, , 
23.84, 0.168113, , 
23.86, 0.167331, , 
23.88, 0.166011, , 
23.89, 0.164826, , 
23.91, 0.163878, , 
23.93, 0.163041, , 
23.95, 0.162106, , 
23.96, 0.161218, , 
23.98, 0.160234, , 
23.99, 0.159275, , 
24.01, 0.158533, , 
24.03, 0.157621, , 
24.04, 0.156749, , 
24.06, 0.155809, , 
24.08, 0.155016, , 
24.09, 0.154279, , 
24.11, 0.153212, , 
24.13, 0.152336, , 
24.14, 0.151519, , 
24.16, 0.150877, , 
24.18, 0.150314, , 
24.19, 0.149517, , 
24.21, 0.148692, , 
24.23, 0.147570, , 
24.24, 0.146619, , 
24.26, 0.145239, , 
24.28, 0.144160, , 
24.29, 0.143181, , 
24.31, 0.142388, , 
24.33, 0.141718, , 
24.34, 0.140961, , 
24.36, 0.140513, , 
24.38, 0.140485, , 
24.39, 0.140465, , 
24.41, 0.140287, , 
24.43, 0.140013, , 
24.44, 0.139537, , 
24.46, 0.139006, , 
24.48, 0.138732, , 
24.49, 0.138558, , 
24.51, 0.138177, , 
24.53, 0.137638, , 
24.54, 0.137000, , 
24.56, 0.136421, , 
24.58, 0.135953, , 
24.59, 0.135695, , 
24.61, 0.135319, , 
24.63, 0.134966, , 
24.64, 0.134756, , 
24.66, 0.134577, , 
24.68, 0.134256, , 
24.69, 0.133792, , 
24.71, 0.133515, , 
24.73, 0.133364, , 
24.74, 0.133162, , 
24.76, 0.132841, , 
24.78, 0.132567, , 
24.79, 0.132290, , 
24.81, 0.132087, , 
24.83, 0.132040, , 
24.84, 0.131909, , 
24.86, 0.131699, , 
24.88, 0.131552, , 
24.89, 0.131564, , 
24.91, 0.131504, , 
24.93, 0.131314, , 
24.94, 0.131187, , 
24.96, 0.131160, , 
24.98, 0.131318, , 
24.99, 0.131461, , 
25.01, 0.131346, , 
25.03, 0.131128, , 
25.04, 0.131112, , 
25.06, 0.131409, , 
25.08, 0.131691, , 
25.09, 0.131810, , 
25.11, 0.131952, , 
25.13, 0.132127, , 
25.14, 0.132385, , 
25.16, 0.132634, , 
25.18, 0.132825, , 
25.19, 0.133090, , 
25.21, 0.133491, , 
25.23, 0.134062, , 
25.24, 0.134351, , 
25.26, 0.134581, , 
25.28, 0.135013, , 
25.29, 0.135668, , 
25.31, 0.136635, , 
25.33, 0.137313, , 
25.34, 0.137840, , 
25.36, 0.138340, , 
25.38, 0.139200, , 
25.39, 0.140017, , 
25.41, 0.140683, , 
25.43, 0.141421, , 
25.44, 0.142301, , 
25.46, 0.143665, , 
25.48, 0.144763, , 
25.49, 0.145806, , 
25.51, 0.147051, , 
25.53, 0.148454, , 
25.54, 0.150290, , 
25.56, 0.151741, , 
25.58, 0.153153, , 
25.59, 0.154366, , 
25.61, 0.155865, , 
25.63, 0.158196, , 
25.64, 0.160318, , 
25.66, 0.162482, , 
25.68, 0.164738, , 
25.70, 0.167803, , 
25.71, 0.170234, , 
25.73, 0.173247, , 
25.74, 0.176114, , 
25.76, 0.179056, , 
25.78, 0.183096, , 
25.79, 0.186744, , 
25.81, 0.190360, , 
25.83, 0.194114, , 
25.84, 0.198159, , 
25.86, 0.203852, , 
25.88, 0.208912, , 
25.89, 0.214050, , 
25.91, 0.219343, , 
25.93, 0.224989, , 
25.94, 0.232194, , 
25.96, 0.238581, , 
25.98, 0.245234, , 
25.99, 0.252284, , 
26.01, 0.259746, , 
26.03, 0.269317, , 
26.04, 0.277517, , 
26.06, 0.285902, , 
26.08, 0.294697, , 
26.10, 0.305878, , 
26.11, 0.315786, , 
26.13, 0.326067, , 
26.14, 0.336618, , 
26.16, 0.347359, , 
26.18, 0.360875, , 
26.19, 0.372837, , 
26.21, 0.385271, , 
26.23, 0.397832, , 
26.24, 0.410583, , 
26.26, 0.426375, , 
26.28, 0.440003, , 
26.29, 0.453737, , 
26.31, 0.467630, , 
26.33, 0.481785, , 
26.34, 0.499330, , 
26.36, 0.514246, , 
26.38, 0.529142, , 
26.39, 0.542452, , 
26.41, 0.558705, , 
26.43, 0.577007, , 
26.44, 0.592371, , 
26.46, 0.607358, , 
26.48, 0.622159, , 
26.49, 0.639851, , 
26.51, 0.654445, , 
26.53, 0.668969, , 
26.54, 0.683405, , 
26.56, 0.697695, , 
26.58, 0.714609, , 
26.59, 0.728605, , 
26.61, 0.742328, , 
26.63, 0.754579, , 
26.64, 0.768699, , 
26.66, 0.783936, , 
26.68, 0.796334, , 
26.69, 0.808372, , 
26.71, 0.819894, , 
26.73, 0.833251, , 
26.74, 0.843992, , 
26.76, 0.854404, , 
26.78, 0.864658, , 
26.79, 0.874491, , 
26.81, 0.885858, , 
26.83, 0.895076, , 
26.84, 0.904041, , 
26.86, 0.912328, , 
26.88, 0.920016, , 
26.89, 0.928913, , 
26.91, 0.936129, , 
26.93, 0.943040, , 
26.94, 0.949483, , 
26.96, 0.955454, , 
26.98, 0.962068, , 
26.99, 0.967349, , 
27.01, 0.972436, , 
27.03, 0.977075, , 
27.04, 0.981337, , 
27.06, 0.985992, , 
27.08, 0.989564, , 
27.09, 0.992788, , 
27.11, 0.995769, , 
27.13, 0.999052, , 
27.14, 1.001626, , 
27.16, 1.004020, , 
27.18, 1.006110, , 
27.19, 1.007728, , 
27.21, 1.009393, , 
27.23, 1.010749, , 
27.24, 1.012037, , 
27.26, 1.013017, , 
27.28, 1.013485, , 
27.29, 1.013679, , 
27.31, 1.013731, , 
27.33, 1.013727, , 
27.34, 1.013635, , 
27.36, 1.013302, , 
27.38, 1.012648, , 
27.39, 1.011962, , 
27.41, 1.011141, , 
27.43, 1.010222, , 
27.44, 1.009147, , 
27.46, 1.007839, , 
27.48, 1.006673, , 
27.49, 1.005289, , 
27.51, 1.003501, , 
27.53, 1.001138, , 
27.54, 0.999124, , 
27.56, 0.997114, , 
27.58, 0.995210, , 
27.59, 0.993129, , 
27.61, 0.990353, , 
27.63, 0.987978, , 
27.64, 0.985710, , 
27.66, 0.983910, , 
27.68, 0.980576, , 
27.69, 0.977222, , 
27.71, 0.974466, , 
27.73, 0.971794, , 
27.74, 0.968963, , 
27.76, 0.965878, , 
27.78, 0.962238, , 
27.79, 0.958856, , 
27.81, 0.955819, , 
27.83, 0.952655, , 
27.85, 0.948690, , 
27.86, 0.945284, , 
27.88, 0.941906, , 
27.89, 0.938496, , 
27.91, 0.935059, , 
27.93, 0.930697, , 
27.94, 0.926998, , 
27.96, 0.923322, , 
27.98, 0.919702, , 
27.99, 0.916237, , 
28.01, 0.911162, , 
28.03, 0.907280, , 
28.04, 0.903478, , 
28.06, 0.899707, , 
28.08, 0.895782, , 
28.09, 0.890901, , 
28.11, 0.886706, , 
28.13, 0.882642, , 
28.14, 0.878796, , 
28.16, 0.874863, , 
28.18, 0.869923, , 
28.19, 0.865764, , 
28.21, 0.861735, , 
28.23, 0.857544, , 
28.25, 0.852331, , 
28.26, 0.848124, , 
28.28, 0.844016, , 
28.29, 0.839928, , 
28.31, 0.835710, , 
28.33, 0.830527, , 
28.34, 0.826083, , 
28.36, 0.821725, , 
28.38, 0.817566, , 
28.39, 0.813308, , 
28.41, 0.807848, , 
28.43, 0.803419, , 
28.44, 0.799153, , 
28.46, 0.794831, , 
28.48, 0.790498, , 
28.49, 0.785201, , 
28.51, 0.780708, , 
28.53, 0.776264, , 
28.54, 0.771878, , 
28.56, 0.767414, , 
28.58, 0.761954, , 
28.59, 0.757410, , 
28.61, 0.753005, , 
28.63, 0.748656, , 
28.65, 0.743176, , 
28.66, 0.738430, , 
28.68, 0.733629, , 
28.69, 0.729010, , 
28.71, 0.724581, , 
28.73, 0.719026, , 
28.74, 0.714296, , 
28.76, 0.709744, , 
28.78, 0.705355, , 
28.79, 0.700724, , 
28.81, 0.694816, , 
28.83, 0.690054, , 
28.84, 0.685526, , 
28.86, 0.681173, , 
28.88, 0.675733, , 
28.89, 0.670924, , 
28.91, 0.666209, , 
28.93, 0.661685, , 
28.94, 0.657201, , 
28.96, 0.651773, , 
28.98, 0.647221, , 
28.99, 0.642571, , 
29.01, 0.637844, , 
29.03, 0.633265, , 
29.04, 0.627920, , 
29.06, 0.623475, , 
29.08, 0.619070, , 
29.09, 0.614804, , 
29.11, 0.610586, , 
29.13, 0.605138, , 
29.14, 0.600558, , 
29.16, 0.596169, , 
29.18, 0.592050, , 
29.19, 0.587863, , 
29.21, 0.582609, , 
29.23, 0.578133, , 
29.24, 0.573791, , 
29.26, 0.569759, , 
29.28, 0.564878, , 
29.29, 0.560842, , 
29.31, 0.556845, , 
29.33, 0.552975, , 
29.34, 0.549149, , 
29.36, 0.544570, , 
29.38, 0.540831, , 
29.39, 0.537171, , 
29.41, 0.533500, , 
29.43, 0.530046, , 
29.44, 0.526006, , 
29.46, 0.523405, , 
29.48, 0.519166, , 
29.49, 0.516058, , 
29.51, 0.513092, , 
29.53, 0.509583, , 
29.54, 0.506554, , 
29.56, 0.503612, , 
29.58, 0.500829, , 
29.59, 0.498291, , 
29.61, 0.495397, , 
29.63, 0.492899, , 
29.64, 0.490421, , 
29.66, 0.488185, , 
29.68, 0.485758, , 
29.69, 0.483561, , 
29.71, 0.481349, , 
29.73, 0.479371, , 
29.74, 0.477566, , 
29.76, 0.475402, , 
29.78, 0.473558, , 
29.79, 0.471770, , 
29.81, 0.470025, , 
29.83, 0.468427, , 
29.84, 0.466647, , 
29.86, 0.465053, , 
29.88, 0.463447, , 
29.89, 0.462028, , 
29.91, 0.460854, , 
29.93, 0.459034, , 
29.94, 0.457084, , 
29.96, 0.455506, , 
29.98, 0.454332, , 
30.00, 0.452952, , 
30.01, 0.451600, , 
30.03, 0.450129, , 
30.04, 0.448714, , 
30.06, 0.447608, , 
30.08, 0.446228, , 
30.09, 0.444677, , 
30.11, 0.443199, , 
30.13, 0.441918, , 
30.14, 0.440919, , 
30.16, 0.438849, , 
30.18, 0.437338, , 
30.19, 0.435856, , 
30.21, 0.434432, , 
30.23, 0.433033, , 
30.24, 0.431264, , 
30.26, 0.429309, , 
30.28, 0.426938, , 
30.29, 0.424433, , 
30.31, 0.422323, , 
30.33, 0.420147, , 
30.34, 0.418152, , 
30.36, 0.416090, , 
30.38, 0.414088, , 
30.40, 0.411864, , 
30.41, 0.410440, , 
30.43, 0.409116, , 
30.44, 0.407633, , 
30.46, 0.406138, , 
30.48, 0.403986, , 
30.49, 0.401896, , 
30.51, 0.399866, , 
30.53, 0.398094, , 
30.54, 0.396456, , 
30.56, 0.394363, , 
30.58, 0.392487, , 
30.59, 0.390588, , 
30.61, 0.388681, , 
30.63, 0.386917, , 
30.64, 0.385005, , 
30.66, 0.383289, , 
30.68, 0.381489, , 
30.69, 0.379764, , 
30.71, 0.378257, , 
30.73, 0.376318, , 
30.74, 0.374574, , 
30.76, 0.372885, , 
30.78, 0.371271, , 
30.80, 0.369487, , 
30.81, 0.368024, , 
30.83, 0.366378, , 
30.84, 0.364677, , 
30.86, 0.363230, , 
30.88, 0.361620, , 
30.89, 0.360205, , 
30.91, 0.358674, , 
30.93, 0.357136, , 
