Gradient Profiler Text Data File: 4.24.140128_samp4.csv
Date: 2014-01-28
Time: 18:11:47

User: MK
Experiment name: 4.24.140128
UV Unit: EM-1
Rotor Manufacturer: Beckman
Rotor Model: SW41Ti
Speed: 35 rpm
Gradient: 11 10.0% to 50.0% w/v
Time: 3
w2t: 1 x 10^0
Sample Volume: 0.9 ml
Number of Tubes: 6
Volume per mm: 0.143 ml/mm

Absorbance Units Full Scale (AUFS): 2.00
Event Mark-triggered gradient; (with distance; auto start and stop)
Delay: Event Mark Delay
UV Wavelength: 254 nm
Samples / sec: 12 Hz
EM1 Speed: 0.20 mm/sec
Distance: 72.00 mm
Number: 1
Dead Volume: 0.241868 ml; Distance due to Dead Volume: 1.69 mm
Total Distance: 72.00 mm

Data Columns:
Distance(mm), Absorbance, Fraction Number, Fraction Volume(ml)
15.16, 0.056603, , 
15.18, 0.056730, , 
15.19, 0.056869, , 
15.21, 0.056944, , 
15.23, 0.056936, , 
15.24, 0.057008, , 
15.26, 0.057249, , 
15.28, 0.057634, , 
15.29, 0.057991, , 
15.31, 0.058193, , 
15.33, 0.058090, , 
15.34, 0.057995, , 
15.36, 0.058245, , 
15.38, 0.058645, , 
15.39, 0.058887, , 
15.41, 0.058887, , 
15.43, 0.058685, , 
15.44, 0.058748, , 
15.46, 0.059212, , 
15.48, 0.059696, , 
15.49, 0.059858, , 
15.51, 0.059950, , 
15.53, 0.060187, , 
15.54, 0.060386, , 
15.56, 0.060540, , 
15.58, 0.060671, , 
15.59, 0.060802, , 
15.61, 0.061008, , 
15.63, 0.061206, , 
15.64, 0.061290, , 
15.66, 0.061262, , 
15.68, 0.061310, , 
15.69, 0.061635, , 
15.71, 0.061944, , 
15.73, 0.062011, , 
15.74, 0.062071, , 
15.76, 0.062261, , 
15.78, 0.062471, , 
15.79, 0.062602, , 
15.81, 0.062654, , 
15.83, 0.062463, , 
15.84, 0.062471, , 
15.86, 0.062721, , 
15.88, 0.063129, , 
15.89, 0.063260, , 
15.91, 0.063300, , 
15.93, 0.063494, , 
15.94, 0.063653, , 
15.96, 0.063645, , 
15.98, 0.063641, , 
15.99, 0.063740, , 
16.01, 0.063946, , 
16.03, 0.064073, , 
16.04, 0.064033, , 
16.06, 0.063942, , 
16.08, 0.063994, , 
16.09, 0.064172, , 
16.11, 0.064299, , 
16.13, 0.064089, , 
16.14, 0.063918, , 
16.16, 0.063994, , 
16.18, 0.064140, , 
16.20, 0.064160, , 
16.21, 0.064105, , 
16.23, 0.063982, , 
16.24, 0.063974, , 
16.26, 0.064093, , 
16.28, 0.064018, , 
16.29, 0.063950, , 
16.31, 0.063990, , 
16.33, 0.064041, , 
16.34, 0.063903, , 
16.36, 0.063593, , 
16.38, 0.063391, , 
16.39, 0.063391, , 
16.41, 0.063577, , 
16.43, 0.063685, , 
16.44, 0.063439, , 
16.46, 0.063122, , 
16.48, 0.062963, , 
16.49, 0.063074, , 
16.51, 0.063169, , 
16.53, 0.063007, , 
16.54, 0.062753, , 
16.56, 0.062677, , 
16.58, 0.062614, , 
16.60, 0.062404, , 
16.61, 0.062225, , 
16.63, 0.062099, , 
16.64, 0.062015, , 
16.66, 0.061952, , 
16.68, 0.061750, , 
16.69, 0.061504, , 
16.71, 0.061294, , 
16.73, 0.061302, , 
16.74, 0.061262, , 
16.76, 0.060965, , 
16.78, 0.060667, , 
16.79, 0.060465, , 
16.81, 0.060330, , 
16.83, 0.059914, , 
16.84, 0.059391, , 
16.86, 0.059180, , 
16.88, 0.059176, , 
16.89, 0.059276, , 
16.91, 0.059303, , 
16.93, 0.058946, , 
16.94, 0.058566, , 
16.96, 0.058387, , 
16.98, 0.058280, , 
17.00, 0.057959, , 
17.01, 0.057729, , 
17.03, 0.057495, , 
17.04, 0.057368, , 
17.06, 0.057349, , 
17.08, 0.057051, , 
17.09, 0.056766, , 
17.11, 0.056607, , 
17.13, 0.056536, , 
17.14, 0.056314, , 
17.16, 0.055874, , 
17.18, 0.055513, , 
17.19, 0.055263, , 
17.21, 0.055267, , 
17.23, 0.055219, , 
17.24, 0.054898, , 
17.26, 0.054565, , 
17.28, 0.054438, , 
17.29, 0.054407, , 
17.31, 0.054212, , 
17.33, 0.053982, , 
17.34, 0.053812, , 
17.36, 0.053633, , 
17.38, 0.053411, , 
17.39, 0.053102, , 
17.41, 0.052860, , 
17.43, 0.052765, , 
17.44, 0.052753, , 
17.46, 0.052650, , 
17.48, 0.052222, , 
17.49, 0.051794, , 
17.51, 0.051560, , 
17.53, 0.051528, , 
17.54, 0.051492, , 
17.56, 0.051136, , 
17.58, 0.050711, , 
17.59, 0.050426, , 
17.61, 0.050283, , 
17.63, 0.049938, , 
17.64, 0.049625, , 
17.66, 0.049443, , 
17.68, 0.049462, , 
17.69, 0.049387, , 
17.71, 0.049205, , 
17.73, 0.049030, , 
17.74, 0.048911, , 
17.76, 0.048895, , 
17.78, 0.048772, , 
17.79, 0.048431, , 
17.81, 0.048094, , 
17.83, 0.047658, , 
17.84, 0.047531, , 
17.86, 0.047575, , 
17.88, 0.047468, , 
17.89, 0.047282, , 
17.91, 0.047194, , 
17.93, 0.047226, , 
17.94, 0.047194, , 
17.96, 0.046984, , 
17.98, 0.046782, , 
17.99, 0.046691, , 
18.01, 0.046671, , 
18.03, 0.046524, , 
18.04, 0.046279, , 
18.06, 0.045981, , 
18.08, 0.045910, , 
18.09, 0.045910, , 
18.11, 0.045827, , 
18.13, 0.045692, , 
18.14, 0.045557, , 
18.16, 0.045458, , 
18.18, 0.045398, , 
18.19, 0.045220, , 
18.21, 0.045069, , 
18.23, 0.044990, , 
18.24, 0.045041, , 
18.26, 0.045077, , 
18.28, 0.044780, , 
18.29, 0.044514, , 
18.31, 0.044459, , 
18.33, 0.044471, , 
18.34, 0.044494, , 
18.36, 0.044367, , 
18.38, 0.044106, , 
18.39, 0.043955, , 
18.41, 0.043951, , 
18.43, 0.043832, , 
18.44, 0.043725, , 
18.46, 0.043717, , 
18.48, 0.043773, , 
18.49, 0.043622, , 
18.51, 0.043257, , 
18.53, 0.043083, , 
18.54, 0.043115, , 
18.56, 0.043273, , 
18.58, 0.043269, , 
18.59, 0.042916, , 
18.61, 0.042274, , 
18.63, 0.041338, , 
18.64, 0.040636, , 
18.66, 0.040280, , 
18.68, 0.040474, , 
18.69, 0.040434, , 
18.71, 0.040292, , 
18.73, 0.040125, , 
18.75, 0.040073, , 
18.76, 0.040585, , 
18.78, 0.041168, , 
18.79, 0.041663, , 
18.81, 0.041870, , 
18.83, 0.041493, , 
18.84, 0.041184, , 
18.86, 0.041132, , 
18.88, 0.041457, , 
18.89, 0.041719, , 
18.91, 0.041679, , 
18.93, 0.041564, , 
18.94, 0.041552, , 
18.96, 0.041505, , 
18.98, 0.041461, , 
18.99, 0.041287, , 
19.01, 0.041148, , 
19.03, 0.041148, , 
19.04, 0.041279, , 
19.06, 0.041378, , 
19.08, 0.041247, , 
19.09, 0.041104, , 
19.11, 0.041164, , 
19.13, 0.041307, , 
19.15, 0.041239, , 
19.16, 0.041045, , 
19.18, 0.040839, , 
19.19, 0.040751, , 
19.21, 0.040823, , 
19.23, 0.040775, , 
19.24, 0.040668, , 
19.26, 0.040708, , 
19.28, 0.040847, , 
19.29, 0.040890, , 
19.31, 0.040744, , 
19.33, 0.040629, , 
19.34, 0.040656, , 
19.36, 0.040835, , 
19.38, 0.040942, , 
19.39, 0.040851, , 
19.41, 0.040692, , 
19.43, 0.040577, , 
19.44, 0.040736, , 
19.46, 0.040835, , 
19.48, 0.040827, , 
19.49, 0.040712, , 
19.51, 0.040601, , 
19.53, 0.040478, , 
19.54, 0.040232, , 
19.56, 0.040137, , 
19.58, 0.040196, , 
19.59, 0.040331, , 
19.61, 0.040430, , 
19.63, 0.040307, , 
19.64, 0.040105, , 
19.66, 0.040042, , 
19.68, 0.040248, , 
19.69, 0.040414, , 
19.71, 0.040355, , 
19.73, 0.040240, , 
19.74, 0.040232, , 
19.76, 0.040280, , 
19.78, 0.040288, , 
19.79, 0.040232, , 
19.81, 0.040141, , 
19.83, 0.039931, , 
19.84, 0.039863, , 
19.86, 0.039887, , 
19.88, 0.039915, , 
19.89, 0.039954, , 
19.91, 0.040184, , 
19.93, 0.040327, , 
19.94, 0.040284, , 
19.96, 0.040192, , 
19.98, 0.040184, , 
19.99, 0.040252, , 
20.01, 0.040315, , 
20.03, 0.040236, , 
20.04, 0.040109, , 
20.06, 0.040188, , 
20.08, 0.040510, , 
20.09, 0.040771, , 
20.11, 0.040712, , 
20.13, 0.040593, , 
20.14, 0.040668, , 
20.16, 0.040795, , 
20.18, 0.040823, , 
20.19, 0.040755, , 
20.21, 0.040656, , 
20.23, 0.040652, , 
20.24, 0.040791, , 
20.26, 0.040886, , 
20.28, 0.040898, , 
20.29, 0.040962, , 
20.31, 0.041184, , 
20.33, 0.041283, , 
20.34, 0.041136, , 
20.36, 0.041077, , 
20.38, 0.041168, , 
20.39, 0.041433, , 
20.41, 0.041735, , 
20.43, 0.041762, , 
20.44, 0.041588, , 
20.46, 0.041620, , 
20.48, 0.041893, , 
20.49, 0.042127, , 
20.51, 0.042222, , 
20.53, 0.042310, , 
20.54, 0.042480, , 
20.56, 0.042599, , 
20.58, 0.042587, , 
20.59, 0.042698, , 
20.61, 0.042865, , 
20.63, 0.043115, , 
20.64, 0.043344, , 
20.66, 0.043440, , 
20.68, 0.043408, , 
20.69, 0.043503, , 
20.71, 0.043904, , 
20.73, 0.044233, , 
20.74, 0.044375, , 
20.76, 0.044494, , 
20.78, 0.044736, , 
20.79, 0.044962, , 
20.81, 0.045188, , 
20.83, 0.045176, , 
20.84, 0.045299, , 
20.86, 0.045688, , 
20.88, 0.046171, , 
20.90, 0.046604, , 
20.91, 0.046842, , 
20.93, 0.047083, , 
20.94, 0.047551, , 
20.96, 0.048039, , 
20.98, 0.048471, , 
20.99, 0.048840, , 
21.01, 0.049308, , 
21.03, 0.049827, , 
21.04, 0.050275, , 
21.06, 0.050707, , 
21.08, 0.051104, , 
21.09, 0.051627, , 
21.11, 0.052345, , 
21.13, 0.053051, , 
21.14, 0.053495, , 
21.16, 0.053840, , 
21.18, 0.054391, , 
21.19, 0.055045, , 
21.21, 0.055771, , 
21.23, 0.056536, , 
21.24, 0.057099, , 
21.26, 0.057761, , 
21.28, 0.058598, , 
21.30, 0.059525, , 
21.31, 0.060203, , 
21.33, 0.060893, , 
21.34, 0.061730, , 
21.36, 0.062499, , 
21.38, 0.063264, , 
21.39, 0.063958, , 
21.41, 0.064799, , 
21.43, 0.065802, , 
21.44, 0.066864, , 
21.46, 0.067852, , 
21.48, 0.068510, , 
21.49, 0.069319, , 
21.51, 0.070488, , 
21.53, 0.071658, , 
21.54, 0.072768, , 
21.56, 0.073656, , 
21.58, 0.074644, , 
21.59, 0.075674, , 
21.61, 0.076769, , 
21.63, 0.078069, , 
21.64, 0.079156, , 
21.66, 0.080321, , 
21.68, 0.081519, , 
21.70, 0.082799, , 
21.71, 0.083644, , 
21.73, 0.084683, , 
21.74, 0.085955, , 
21.76, 0.087252, , 
21.78, 0.088485, , 
21.79, 0.089508, , 
21.81, 0.090713, , 
21.83, 0.091689, , 
21.84, 0.092823, , 
21.86, 0.094084, , 
21.88, 0.095285, , 
21.89, 0.096704, , 
21.91, 0.098112, , 
21.93, 0.099646, , 
21.94, 0.100677, , 
21.96, 0.101728, , 
21.98, 0.103040, , 
21.99, 0.104361, , 
22.01, 0.105617, , 
22.03, 0.106430, , 
22.04, 0.107477, , 
22.06, 0.108730, , 
22.08, 0.110098, , 
22.09, 0.111644, , 
22.11, 0.112790, , 
22.13, 0.114019, , 
22.14, 0.115343, , 
22.16, 0.116612, , 
22.18, 0.117730, , 
22.19, 0.118587, , 
22.21, 0.119586, , 
22.23, 0.120617, , 
22.24, 0.121802, , 
22.26, 0.123194, , 
22.28, 0.124197, , 
22.29, 0.125149, , 
22.31, 0.126295, , 
22.33, 0.127643, , 
22.34, 0.128638, , 
22.36, 0.129570, , 
22.38, 0.130497, , 
22.39, 0.131389, , 
22.41, 0.132345, , 
22.43, 0.133114, , 
22.44, 0.133915, , 
22.46, 0.134910, , 
22.48, 0.135929, , 
22.49, 0.136849, , 
22.51, 0.137456, , 
22.53, 0.138066, , 
22.54, 0.138875, , 
22.56, 0.139712, , 
22.58, 0.140422, , 
22.59, 0.140866, , 
22.61, 0.141413, , 
22.63, 0.142031, , 
22.64, 0.142642, , 
22.66, 0.143316, , 
22.68, 0.143871, , 
22.69, 0.144434, , 
22.71, 0.145088, , 
22.73, 0.145750, , 
22.74, 0.146095, , 
22.76, 0.146397, , 
22.78, 0.146904, , 
22.79, 0.147412, , 
22.81, 0.147725, , 
22.83, 0.147582, , 
22.84, 0.147650, , 
22.86, 0.148026, , 
22.88, 0.148506, , 
22.89, 0.148875, , 
22.91, 0.149049, , 
22.93, 0.149283, , 
22.94, 0.149577, , 
22.96, 0.149787, , 
22.98, 0.149628, , 
22.99, 0.149442, , 
23.01, 0.149521, , 
23.03, 0.149672, , 
23.05, 0.149727, , 
23.06, 0.149688, , 
23.08, 0.149505, , 
23.09, 0.149366, , 
23.11, 0.149370, , 
23.13, 0.149232, , 
23.14, 0.149017, , 
23.16, 0.148835, , 
23.18, 0.148720, , 
23.19, 0.148554, , 
23.21, 0.148106, , 
23.23, 0.147713, , 
23.24, 0.147459, , 
23.26, 0.147467, , 
23.28, 0.147416, , 
23.29, 0.147023, , 
23.31, 0.146504, , 
23.33, 0.146048, , 
23.34, 0.145850, , 
23.36, 0.145604, , 
23.38, 0.145084, , 
23.39, 0.144640, , 
23.41, 0.144367, , 
23.43, 0.144022, , 
23.45, 0.143494, , 
23.46, 0.143090, , 
23.48, 0.142741, , 
23.49, 0.142448, , 
23.51, 0.142071, , 
23.53, 0.141433, , 
23.54, 0.140810, , 
23.56, 0.140291, , 
23.58, 0.140009, , 
23.59, 0.139625, , 
23.61, 0.138970, , 
23.63, 0.138288, , 
23.64, 0.137714, , 
23.66, 0.137238, , 
23.68, 0.136726, , 
23.69, 0.136084, , 
23.71, 0.135481, , 
23.73, 0.134930, , 
23.74, 0.134510, , 
23.76, 0.134006, , 
23.78, 0.133178, , 
23.79, 0.132527, , 
23.81, 0.132036, , 
23.83, 0.131409, , 
23.85, 0.130537, , 
23.86, 0.129918, , 
23.88, 0.129451, , 
23.89, 0.129054, , 
23.91, 0.128697, , 
23.93, 0.127984, , 
23.94, 0.127317, , 
23.96, 0.126683, , 
23.98, 0.126180, , 
23.99, 0.125593, , 
24.01, 0.124518, , 
24.03, 0.123777, , 
24.04, 0.123257, , 
24.06, 0.122873, , 
24.08, 0.122369, , 
24.09, 0.121648, , 
24.11, 0.120851, , 
24.13, 0.120351, , 
24.14, 0.119911, , 
24.16, 0.119158, , 
24.18, 0.118408, , 
24.19, 0.117806, , 
24.21, 0.117302, , 
24.23, 0.116719, , 
24.24, 0.115879, , 
24.26, 0.115189, , 
24.28, 0.114598, , 
24.29, 0.114170, , 
24.31, 0.113789, , 
24.33, 0.112976, , 
24.34, 0.112187, , 
24.36, 0.111676, , 
24.38, 0.111224, , 
24.39, 0.110752, , 
24.41, 0.110090, , 
24.43, 0.109404, , 
24.44, 0.108825, , 
24.46, 0.108409, , 
24.48, 0.107790, , 
24.49, 0.107207, , 
24.51, 0.106648, , 
24.53, 0.106244, , 
24.54, 0.105701, , 
24.56, 0.104844, , 
24.58, 0.104170, , 
24.59, 0.103607, , 
24.61, 0.103294, , 
24.63, 0.103013, , 
24.64, 0.102101, , 
24.66, 0.100871, , 
24.68, 0.099559, , 
24.69, 0.098952, , 
24.71, 0.098500, , 
24.73, 0.097648, , 
24.74, 0.096966, , 
24.76, 0.096383, , 
24.78, 0.095880, , 
24.79, 0.095872, , 
24.81, 0.096098, , 
24.83, 0.095836, , 
24.84, 0.095566, , 
24.86, 0.095420, , 
24.88, 0.095162, , 
24.89, 0.094698, , 
24.91, 0.094175, , 
24.93, 0.093953, , 
24.94, 0.093727, , 
24.96, 0.093219, , 
24.98, 0.092692, , 
24.99, 0.092268, , 
25.01, 0.091994, , 
25.03, 0.091705, , 
25.04, 0.091225, , 
25.06, 0.090741, , 
25.08, 0.090345, , 
25.09, 0.090091, , 
25.11, 0.089873, , 
25.13, 0.089286, , 
25.14, 0.088771, , 
25.16, 0.088438, , 
25.18, 0.088172, , 
25.20, 0.087736, , 
25.21, 0.087319, , 
25.23, 0.086895, , 
25.24, 0.086566, , 
25.26, 0.086328, , 
25.28, 0.085840, , 
25.29, 0.085420, , 
25.31, 0.085218, , 
25.33, 0.085162, , 
25.34, 0.084936, , 
25.36, 0.084350, , 
25.38, 0.083854, , 
25.39, 0.083509, , 
25.41, 0.083275, , 
25.43, 0.082902, , 
25.44, 0.082431, , 
25.46, 0.081979, , 
25.48, 0.081796, , 
25.49, 0.081895, , 
25.51, 0.081856, , 
25.53, 0.081539, , 
25.54, 0.081205, , 
25.56, 0.080991, , 
25.58, 0.080750, , 
25.60, 0.080290, , 
25.61, 0.080052, , 
25.63, 0.079945, , 
25.64, 0.079913, , 
25.66, 0.079762, , 
25.68, 0.079346, , 
25.69, 0.078914, , 
25.71, 0.078601, , 
25.73, 0.078652, , 
25.74, 0.078656, , 
25.76, 0.078363, , 
25.78, 0.078026, , 
25.79, 0.077772, , 
25.81, 0.077490, , 
25.83, 0.077054, , 
25.84, 0.076685, , 
25.86, 0.076555, , 
25.88, 0.076598, , 
25.89, 0.076685, , 
25.91, 0.076634, , 
25.93, 0.076249, , 
25.94, 0.075996, , 
25.96, 0.076079, , 
25.98, 0.076111, , 
26.00, 0.075797, , 
26.01, 0.075555, , 
26.03, 0.075421, , 
26.04, 0.075385, , 
26.06, 0.075401, , 
26.08, 0.075195, , 
26.09, 0.074889, , 
26.11, 0.074691, , 
26.13, 0.074719, , 
26.14, 0.074707, , 
26.16, 0.074366, , 
26.18, 0.074092, , 
26.19, 0.073973, , 
26.21, 0.074061, , 
26.23, 0.074120, , 
26.24, 0.074069, , 
26.26, 0.073926, , 
26.28, 0.073807, , 
26.29, 0.073799, , 
26.31, 0.073696, , 
26.33, 0.073510, , 
26.34, 0.073494, , 
26.36, 0.073656, , 
26.38, 0.073593, , 
26.39, 0.073280, , 
26.41, 0.073216, , 
26.43, 0.073303, , 
26.44, 0.073502, , 
26.46, 0.073656, , 
26.48, 0.073537, , 
26.49, 0.073315, , 
26.51, 0.073236, , 
26.53, 0.073494, , 
26.54, 0.073771, , 
26.56, 0.073882, , 
26.58, 0.073847, , 
26.59, 0.073882, , 
26.61, 0.073910, , 
26.63, 0.073851, , 
26.64, 0.073993, , 
26.66, 0.074211, , 
26.68, 0.074501, , 
26.69, 0.074782, , 
26.71, 0.074850, , 
26.73, 0.074850, , 
26.74, 0.074965, , 
26.76, 0.075341, , 
26.78, 0.075718, , 
26.79, 0.075936, , 
26.81, 0.076099, , 
26.83, 0.076170, , 
26.84, 0.076245, , 
26.86, 0.076555, , 
26.88, 0.077118, , 
26.89, 0.077625, , 
26.91, 0.078164, , 
26.93, 0.078719, , 
26.94, 0.079148, , 
26.96, 0.079505, , 
26.98, 0.079917, , 
26.99, 0.080516, , 
27.01, 0.081186, , 
27.03, 0.081899, , 
27.04, 0.082486, , 
27.06, 0.083089, , 
27.08, 0.083838, , 
27.09, 0.084722, , 
27.11, 0.085583, , 
27.13, 0.086336, , 
27.14, 0.087224, , 
27.16, 0.088291, , 
27.18, 0.089310, , 
27.19, 0.090337, , 
27.21, 0.091419, , 
27.23, 0.092676, , 
27.24, 0.094080, , 
27.26, 0.095515, , 
27.28, 0.097093, , 
27.29, 0.098405, , 
27.31, 0.099936, , 
27.33, 0.101779, , 
27.34, 0.103595, , 
27.36, 0.105717, , 
27.38, 0.107584, , 
27.39, 0.109586, , 
27.41, 0.111521, , 
27.43, 0.113777, , 
27.44, 0.115851, , 
27.46, 0.118222, , 
27.48, 0.120863, , 
27.49, 0.123495, , 
27.51, 0.126390, , 
27.53, 0.128757, , 
27.54, 0.131334, , 
27.56, 0.134411, , 
27.58, 0.137551, , 
27.59, 0.141195, , 
27.61, 0.144367, , 
27.63, 0.147697, , 
27.64, 0.151083, , 
27.66, 0.154541, , 
27.68, 0.158847, , 
27.69, 0.162578, , 
27.71, 0.166483, , 
27.73, 0.170515, , 
27.75, 0.175253, , 
27.76, 0.179234, , 
27.78, 0.183354, , 
27.79, 0.187830, , 
27.81, 0.192330, , 
27.83, 0.197346, , 
27.84, 0.201620, , 
27.86, 0.206287, , 
27.88, 0.211227, , 
27.89, 0.216104, , 
27.91, 0.221821, , 
27.93, 0.226405, , 
27.94, 0.231115, , 
27.96, 0.236135, , 
27.98, 0.241130, , 
27.99, 0.246773, , 
28.01, 0.251455, , 
28.03, 0.256336, , 
28.04, 0.261197, , 
28.06, 0.265959, , 
28.08, 0.271605, , 
28.09, 0.276291, , 
28.11, 0.281014, , 
28.13, 0.285863, , 
28.15, 0.291406, , 
28.16, 0.295890, , 
28.18, 0.300481, , 
28.19, 0.305160, , 
28.21, 0.309728, , 
28.23, 0.314807, , 
28.24, 0.318978, , 
28.26, 0.323129, , 
28.28, 0.327300, , 
28.29, 0.331511, , 
28.31, 0.336292, , 
28.33, 0.340012, , 
28.34, 0.343683, , 
28.36, 0.347581, , 
28.38, 0.351300, , 
28.39, 0.355443, , 
28.41, 0.358837, , 
28.43, 0.362298, , 
28.44, 0.365629, , 
28.46, 0.368686, , 
28.48, 0.372238, , 
28.49, 0.375188, , 
28.51, 0.378174, , 
28.53, 0.381021, , 
28.55, 0.383943, , 
28.56, 0.386080, , 
28.58, 0.388197, , 
28.59, 0.390529, , 
28.61, 0.392801, , 
28.63, 0.395148, , 
28.64, 0.396908, , 
28.66, 0.398653, , 
28.68, 0.399834, , 
28.69, 0.401777, , 
28.71, 0.403522, , 
28.73, 0.404826, , 
28.74, 0.406107, , 
28.76, 0.407372, , 
28.78, 0.408494, , 
28.79, 0.409136, , 
28.81, 0.409616, , 
28.83, 0.410064, , 
28.84, 0.410623, , 
28.86, 0.411146, , 
28.88, 0.411479, , 
28.89, 0.411888, , 
28.91, 0.412201, , 
28.93, 0.412300, , 
28.94, 0.412213, , 
28.96, 0.411983, , 
28.98, 0.411745, , 
28.99, 0.411511, , 
29.01, 0.411075, , 
29.03, 0.410084, , 
29.04, 0.409235, , 
29.06, 0.408621, , 
29.08, 0.408077, , 
29.09, 0.407328, , 
29.11, 0.406182, , 
29.13, 0.405072, , 
29.14, 0.403934, , 
29.16, 0.402859, , 
29.18, 0.401385, , 
29.19, 0.400052, , 
29.21, 0.398597, , 
29.23, 0.397079, , 
29.24, 0.395461, , 
29.26, 0.393387, , 
29.28, 0.391829, , 
29.29, 0.390326, , 
29.31, 0.388907, , 
29.33, 0.387361, , 
29.34, 0.385200, , 
29.36, 0.383138, , 
29.38, 0.381041, , 
29.39, 0.379205, , 
29.41, 0.377393, , 
29.43, 0.374954, , 
29.44, 0.372813, , 
29.46, 0.370712, , 
29.48, 0.368515, , 
29.49, 0.366243, , 
29.51, 0.363547, , 
29.53, 0.361271, , 
29.54, 0.359067, , 
29.56, 0.356874, , 
29.58, 0.353964, , 
29.59, 0.351399, , 
29.61, 0.348901, , 
29.63, 0.346692, , 
29.64, 0.344540, , 
29.66, 0.341653, , 
29.68, 0.339163, , 
29.69, 0.336768, , 
29.71, 0.334373, , 
29.73, 0.331959, , 
29.74, 0.329076, , 
29.76, 0.326674, , 
29.78, 0.324267, , 
29.79, 0.321888, , 
29.81, 0.319422, , 
29.83, 0.315988, , 
29.84, 0.313344, , 
29.86, 0.311159, , 
29.88, 0.309061, , 
29.90, 0.306349, , 
29.91, 0.304042, , 
29.93, 0.301782, , 
29.94, 0.299617, , 
29.96, 0.297484, , 
29.98, 0.294601, , 
29.99, 0.292199, , 
30.01, 0.290121, , 
30.03, 0.288238, , 
30.04, 0.286664, , 
30.06, 0.283404, , 
30.08, 0.281164, , 
30.09, 0.279138, , 
30.11, 0.277215, , 
30.13, 0.275264, , 
30.14, 0.272858, , 
30.16, 0.270804, , 
30.18, 0.268829, , 
30.19, 0.267006, , 
30.21, 0.265221, , 
30.23, 0.263148, , 
30.24, 0.261585, , 
30.26, 0.260122, , 
30.28, 0.258877, , 
30.30, 0.256312, , 
30.31, 0.254615, , 
30.33, 0.253037, , 
30.34, 0.251689, , 
30.36, 0.250456, , 
30.38, 0.248660, , 
30.39, 0.247058, , 
30.41, 0.245631, , 
30.43, 0.244536, , 
30.44, 0.243486, , 
30.46, 0.241955, , 
30.48, 0.240413, , 
30.49, 0.238847, , 
30.51, 0.237288, , 
30.53, 0.235722, , 
30.54, 0.233938, , 
30.56, 0.232487, , 
30.58, 0.231079, , 
30.59, 0.229672, , 
30.61, 0.228209, , 
30.63, 0.226278, , 
30.64, 0.224743, , 
30.66, 0.223506, , 
30.68, 0.222111, , 
30.70, 0.219704, , 
30.71, 0.217369, , 
30.73, 0.215644, , 
30.74, 0.213927, , 
30.76, 0.212508, , 
30.78, 0.210593, , 
30.79, 0.208923, , 
30.81, 0.207579, , 
30.83, 0.206711, , 
30.84, 0.205978, , 
30.86, 0.204907, , 
30.88, 0.204078, , 
30.89, 0.203353, , 
30.91, 0.202560, , 
30.93, 0.201346, , 
30.94, 0.200260, , 
30.96, 0.199205, , 
30.98, 0.198385, , 
30.99, 0.197508, , 
31.01, 0.196176, , 
31.03, 0.195050, , 
31.04, 0.194158, , 
31.06, 0.193286, , 
31.08, 0.192406, , 
31.09, 0.191228, , 
31.11, 0.190146, , 
31.13, 0.189139, , 
31.14, 0.188338, , 
31.16, 0.187545, , 
31.18, 0.186212, , 
31.19, 0.185130, , 
31.21, 0.184369, , 
31.23, 0.183655, , 
31.24, 0.182834, , 
31.26, 0.181784, , 
31.28, 0.180860, , 
31.29, 0.180059, , 
31.31, 0.179436, , 
31.33, 0.178548, , 
31.34, 0.177743, , 
31.36, 0.177014, , 
31.38, 0.176391, , 
31.39, 0.175630, , 
31.41, 0.174563, , 
31.43, 0.173763, , 
31.44, 0.173172, , 
31.46, 0.172799, , 
31.48, 0.172367, , 
31.49, 0.171510, , 
31.51, 0.170583, , 
31.53, 0.169683, , 
31.54, 0.169072, , 
31.56, 0.168513, , 
31.58, 0.167720, , 
31.59, 0.167066, , 
31.61, 0.166483, , 
31.63, 0.165789, , 
31.64, 0.165095, , 
31.66, 0.164366, , 
31.68, 0.163771, , 
31.69, 0.163259, , 
31.71, 0.162712, , 
31.73, 0.161848, , 
31.74, 0.160960, , 
31.76, 0.160206, , 
31.78, 0.159754, , 
31.79, 0.159287, , 
31.81, 0.158498, , 
31.83, 0.157566, , 
31.84, 0.156713, , 
31.86, 0.156059, , 
31.88, 0.155492, , 
31.89, 0.154890, , 
31.91, 0.154354, , 
31.93, 0.153815, , 
31.94, 0.153367, , 
31.96, 0.152915, , 
31.98, 0.152027, , 
31.99, 0.151317, , 
32.01, 0.151004, , 
32.03, 0.150718, , 
32.05, 0.150040, , 
32.06, 0.149462, , 
32.08, 0.148954, , 
32.09, 0.148530, , 
32.11, 0.148201, , 
32.13, 0.147574, , 
32.14, 0.147011, , 
32.16, 0.146520, , 
32.18, 0.146123, , 
32.19, 0.145624, , 
32.21, 0.144791, , 
32.23, 0.144164, , 
32.24, 0.143740, , 
32.26, 0.143435, , 
32.28, 0.142987, , 
32.29, 0.142281, , 
32.31, 0.141670, , 
32.33, 0.141179, , 
32.34, 0.140822, , 
32.36, 0.140251, , 
32.38, 0.139248, , 
32.39, 0.138514, , 
32.41, 0.137979, , 
32.43, 0.137190, , 
32.45, 0.136250, , 
32.46, 0.135739, , 
32.48, 0.135350, , 
32.49, 0.135101, , 
32.51, 0.134859, , 
32.53, 0.134288, , 
32.54, 0.133531, , 
