Gradient Profiler Text Data File: 4.24.140128_samp4.csv
Date: 2014-01-28
Time: 18:11:47

User: MK
Experiment name: 4.24.140128
UV Unit: EM-1
Rotor Manufacturer: Beckman
Rotor Model: SW41Ti
Speed: 35 rpm
Gradient: 11 10.0% to 50.0% w/v
Time: 3
w2t: 1 x 10^0
Sample Volume: 0.9 ml
Number of Tubes: 6
Volume per mm: 0.143 ml/mm

Absorbance Units Full Scale (AUFS): 2.00
Event Mark-triggered gradient; (with distance; auto start and stop)
Delay: Event Mark Delay
UV Wavelength: 254 nm
Samples / sec: 12 Hz
EM1 Speed: 0.20 mm/sec
Distance: 72.00 mm
Number: 1
Dead Volume: 0.241868 ml; Distance due to Dead Volume: 1.69 mm
Total Distance: 72.00 mm

Data Columns:
Distance(mm), Absorbance, Fraction Number, Fraction Volume(ml)
1.13, 2.032992, , 
1.15, 2.033167, , 
1.16, 2.033107, , 
1.18, 2.033044, , 
1.19, 2.033119, , 
1.21, 2.033258, , 
1.23, 2.033274, , 
1.24, 2.033238, , 
1.26, 2.033246, , 
1.28, 2.033285, , 
1.29, 2.033301, , 
1.31, 2.033174, , 
1.33, 2.033151, , 
1.34, 2.033254, , 
1.36, 2.033357, , 
1.38, 2.033266, , 
1.39, 2.033111, , 
1.41, 2.032937, , 
1.43, 2.032810, , 
1.44, 2.032861, , 
1.46, 2.032917, , 
1.48, 2.032933, , 
1.49, 2.033004, , 
1.51, 2.033155, , 
1.53, 2.033297, , 
1.54, 2.033305, , 
1.56, 2.033274, , 
1.58, 2.033234, , 
1.59, 2.033262, , 
1.61, 2.033178, , 
1.63, 2.032758, , 
1.64, 2.032671, , 
1.66, 2.032845, , 
1.68, 2.033115, , 
1.69, 2.033230, , 
1.71, 2.033182, , 
1.73, 2.033174, , 
1.74, 2.033313, , 
1.76, 2.033496, , 
1.78, 2.033452, , 
1.79, 2.033289, , 
1.81, 2.033079, , 
1.83, 2.032933, , 
1.84, 2.033016, , 
1.86, 2.033131, , 
1.88, 2.033163, , 
1.89, 2.033182, , 
1.91, 2.033282, , 
1.93, 2.033377, , 
1.94, 2.033365, , 
1.96, 2.033313, , 
1.98, 2.033309, , 
1.99, 2.033373, , 
2.01, 2.033317, , 
2.03, 2.032941, , 
2.04, 2.032818, , 
2.06, 2.032730, , 
2.08, 2.032477, , 
2.09, 2.031981, , 
2.11, 2.031037, , 
2.13, 2.030082, , 
2.14, 2.029035, , 
2.16, 2.027770, , 
2.18, 2.025645, , 
2.19, 2.023401, , 
2.21, 2.020713, , 
2.23, 2.017791, , 
2.24, 2.014904, , 
2.26, 2.011022, , 
2.28, 2.007319, , 
2.29, 2.003319, , 
2.31, 1.999132, , 
2.33, 1.994723, , 
2.34, 1.988771, , 
2.36, 1.983387, , 
2.38, 1.977848, , 
2.39, 1.972135, , 
2.41, 1.966088, , 
2.43, 1.958364, , 
2.44, 1.952080, , 
2.46, 1.946164, , 
2.48, 1.940368, , 
2.50, 1.933231, , 
2.51, 1.926962, , 
2.53, 1.920642, , 
2.54, 1.914596, , 
2.56, 1.908609, , 
2.58, 1.901325, , 
2.59, 1.895255, , 
2.61, 1.889244, , 
2.63, 1.883293, , 
2.64, 1.877440, , 
2.66, 1.870470, , 
2.68, 1.864840, , 
2.69, 1.859297, , 
2.71, 1.853798, , 
2.73, 1.848100, , 
2.74, 1.841209, , 
2.76, 1.835484, , 
2.78, 1.829699, , 
2.79, 1.823942, , 
2.81, 1.817963, , 
2.83, 1.810409, , 
2.84, 1.803947, , 
2.86, 1.797527, , 
2.88, 1.790985, , 
2.90, 1.782659, , 
2.91, 1.775205, , 
2.93, 1.767596, , 
2.94, 1.760000, , 
2.96, 1.752383, , 
2.98, 1.742728, , 
2.99, 1.734239, , 
3.01, 1.725671, , 
3.03, 1.717119, , 
3.04, 1.708309, , 
3.06, 1.697302, , 
3.08, 1.688139, , 
3.09, 1.679353, , 
3.11, 1.670785, , 
3.13, 1.662344, , 
3.14, 1.652178, , 
3.16, 1.643788, , 
3.18, 1.635580, , 
3.19, 1.627484, , 
3.21, 1.619455, , 
3.23, 1.609642, , 
3.24, 1.601625, , 
3.26, 1.593854, , 
3.28, 1.586344, , 
3.30, 1.577363, , 
3.31, 1.569989, , 
3.33, 1.562622, , 
3.34, 1.555624, , 
3.36, 1.548792, , 
3.38, 1.540454, , 
3.39, 1.533535, , 
3.41, 1.526613, , 
3.43, 1.519646, , 
3.44, 1.512719, , 
3.46, 1.504377, , 
3.48, 1.497435, , 
3.49, 1.490575, , 
3.51, 1.483795, , 
3.53, 1.477000, , 
3.54, 1.468725, , 
3.56, 1.461814, , 
3.58, 1.455058, , 
3.59, 1.448408, , 
3.61, 1.440376, , 
3.63, 1.433520, , 
3.64, 1.426594, , 
3.66, 1.419706, , 
3.68, 1.412673, , 
3.69, 1.404065, , 
3.71, 1.396662, , 
3.73, 1.389327, , 
3.74, 1.381956, , 
3.76, 1.374443, , 
3.78, 1.365276, , 
3.79, 1.357588, , 
3.81, 1.349964, , 
3.83, 1.342295, , 
3.84, 1.334532, , 
3.86, 1.324981, , 
3.88, 1.316940, , 
3.89, 1.308923, , 
3.91, 1.300910, , 
3.93, 1.291235, , 
3.94, 1.282933, , 
3.96, 1.274606, , 
3.98, 1.266514, , 
3.99, 1.258513, , 
4.01, 1.248818, , 
4.03, 1.240623, , 
4.04, 1.232471, , 
4.06, 1.224414, , 
4.08, 1.216496, , 
4.09, 1.207119, , 
4.11, 1.199380, , 
4.13, 1.191672, , 
4.14, 1.184024, , 
4.16, 1.176340, , 
4.18, 1.166856, , 
4.19, 1.158886, , 
4.21, 1.151036, , 
4.23, 1.143229, , 
4.24, 1.135279, , 
4.26, 1.125565, , 
4.28, 1.117560, , 
4.29, 1.109872, , 
4.31, 1.102295, , 
4.33, 1.092997, , 
4.34, 1.085095, , 
4.36, 1.077237, , 
4.38, 1.069541, , 
4.39, 1.061980, , 
4.41, 1.052864, , 
4.43, 1.045081, , 
4.44, 1.037191, , 
4.46, 1.029293, , 
4.48, 1.021395, , 
4.49, 1.011919, , 
4.51, 1.004159, , 
4.53, 0.996432, , 
4.54, 0.988863, , 
4.56, 0.981401, , 
4.58, 0.972234, , 
4.59, 0.964415, , 
4.61, 0.956699, , 
4.63, 0.949130, , 
4.64, 0.941474, , 
4.66, 0.931958, , 
4.68, 0.924016, , 
4.69, 0.916336, , 
4.71, 0.908831, , 
4.73, 0.899692, , 
4.74, 0.891960, , 
4.76, 0.884355, , 
4.78, 0.876929, , 
4.79, 0.869606, , 
4.81, 0.860823, , 
4.83, 0.853457, , 
4.84, 0.846197, , 
4.86, 0.839052, , 
4.88, 0.831776, , 
4.89, 0.822911, , 
4.91, 0.815584, , 
4.93, 0.808590, , 
4.94, 0.801671, , 
4.96, 0.794812, , 
4.98, 0.786469, , 
4.99, 0.779578, , 
5.01, 0.772763, , 
5.03, 0.765991, , 
5.05, 0.758108, , 
5.06, 0.751550, , 
5.08, 0.745044, , 
5.09, 0.738660, , 
5.11, 0.732447, , 
5.13, 0.724918, , 
5.14, 0.718519, , 
5.16, 0.712068, , 
5.18, 0.705740, , 
5.19, 0.699527, , 
5.21, 0.692120, , 
5.23, 0.686018, , 
5.24, 0.680114, , 
5.26, 0.674361, , 
5.28, 0.668624, , 
5.29, 0.661527, , 
5.31, 0.655671, , 
5.33, 0.650136, , 
5.34, 0.644779, , 
5.36, 0.639145, , 
5.38, 0.631933, , 
5.39, 0.626180, , 
5.41, 0.620775, , 
5.43, 0.615609, , 
5.45, 0.609345, , 
5.46, 0.604016, , 
5.48, 0.598738, , 
5.49, 0.593647, , 
5.51, 0.588537, , 
5.53, 0.582466, , 
5.54, 0.577419, , 
5.56, 0.572384, , 
5.58, 0.567352, , 
5.59, 0.562471, , 
5.61, 0.556480, , 
5.63, 0.551532, , 
5.64, 0.546659, , 
5.66, 0.541834, , 
5.68, 0.537032, , 
5.69, 0.531117, , 
5.71, 0.526291, , 
5.73, 0.521740, , 
5.74, 0.517354, , 
5.76, 0.512981, , 
5.78, 0.507454, , 
5.79, 0.502898, , 
5.81, 0.498561, , 
5.83, 0.494334, , 
5.85, 0.489164, , 
5.86, 0.484695, , 
5.88, 0.480259, , 
5.89, 0.476092, , 
5.91, 0.471936, , 
5.93, 0.466833, , 
5.94, 0.462714, , 
5.96, 0.458789, , 
5.98, 0.454978, , 
5.99, 0.451144, , 
6.01, 0.446331, , 
6.03, 0.442267, , 
6.04, 0.438504, , 
6.06, 0.434860, , 
6.08, 0.430479, , 
6.09, 0.426736, , 
6.11, 0.423041, , 
6.13, 0.419484, , 
6.14, 0.415928, , 
6.16, 0.411610, , 
6.18, 0.407907, , 
6.19, 0.404275, , 
6.21, 0.400643, , 
6.23, 0.396999, , 
6.24, 0.392919, , 
6.26, 0.389712, , 
6.28, 0.386568, , 
6.29, 0.383499, , 
6.31, 0.380493, , 
6.33, 0.376608, , 
6.34, 0.373337, , 
6.36, 0.370224, , 
6.38, 0.367227, , 
6.39, 0.364186, , 
6.41, 0.360336, , 
6.43, 0.357009, , 
6.44, 0.354095, , 
6.46, 0.351450, , 
6.48, 0.348140, , 
6.49, 0.345214, , 
6.51, 0.342363, , 
6.53, 0.339726, , 
6.54, 0.336903, , 
6.56, 0.332930, , 
6.58, 0.329330, , 
6.59, 0.326305, , 
6.61, 0.323819, , 
6.63, 0.321111, , 
6.64, 0.317820, , 
6.66, 0.315270, , 
6.68, 0.313137, , 
6.69, 0.311539, , 
6.71, 0.309843, , 
6.73, 0.307301, , 
6.74, 0.305085, , 
6.76, 0.302987, , 
6.78, 0.300866, , 
6.79, 0.298654, , 
6.81, 0.295747, , 
6.83, 0.293348, , 
6.84, 0.291108, , 
6.86, 0.288912, , 
6.88, 0.286168, , 
6.89, 0.283749, , 
6.91, 0.281351, , 
6.93, 0.279198, , 
6.94, 0.277128, , 
6.96, 0.274479, , 
6.98, 0.272120, , 
6.99, 0.269749, , 
7.01, 0.267644, , 
7.03, 0.264940, , 
7.04, 0.262077, , 
7.06, 0.259932, , 
7.08, 0.257969, , 
7.09, 0.256015, , 
7.11, 0.253878, , 
7.13, 0.251007, , 
7.14, 0.248767, , 
7.16, 0.246836, , 
7.18, 0.245060, , 
7.20, 0.242740, , 
7.21, 0.240678, , 
7.23, 0.238573, , 
7.24, 0.236674, , 
7.26, 0.234953, , 
7.28, 0.232860, , 
7.29, 0.231024, , 
7.31, 0.229220, , 
7.33, 0.227495, , 
7.34, 0.225711, , 
7.36, 0.223427, , 
7.38, 0.221560, , 
7.39, 0.219902, , 
7.41, 0.218348, , 
7.43, 0.216675, , 
7.44, 0.214562, , 
7.46, 0.212793, , 
7.48, 0.211191, , 
7.49, 0.209772, , 
7.51, 0.208273, , 
7.53, 0.206307, , 
7.54, 0.204673, , 
7.56, 0.203262, , 
7.58, 0.201890, , 
7.60, 0.200094, , 
7.61, 0.198555, , 
7.63, 0.197041, , 
7.64, 0.195669, , 
7.66, 0.194348, , 
7.68, 0.192683, , 
7.69, 0.191311, , 
7.71, 0.190070, , 
7.73, 0.188916, , 
7.74, 0.187699, , 
7.76, 0.186050, , 
7.78, 0.184646, , 
7.79, 0.183433, , 
7.81, 0.182358, , 
7.83, 0.181240, , 
7.84, 0.179746, , 
7.86, 0.178548, , 
7.88, 0.177454, , 
7.89, 0.176403, , 
7.91, 0.175226, , 
7.93, 0.173636, , 
7.94, 0.172347, , 
7.96, 0.171292, , 
7.98, 0.170309, , 
8.00, 0.168961, , 
8.01, 0.167637, , 
8.03, 0.166134, , 
8.04, 0.164865, , 
8.06, 0.163842, , 
8.08, 0.162593, , 
8.09, 0.161562, , 
8.11, 0.160615, , 
8.13, 0.159786, , 
8.14, 0.158914, , 
8.16, 0.157399, , 
8.18, 0.156277, , 
8.19, 0.155290, , 
8.21, 0.154382, , 
8.23, 0.153074, , 
8.24, 0.151872, , 
8.26, 0.150794, , 
8.28, 0.149910, , 
8.29, 0.149136, , 
8.31, 0.148137, , 
8.33, 0.147217, , 
8.34, 0.146298, , 
8.36, 0.145556, , 
8.38, 0.144513, , 
8.39, 0.143320, , 
8.41, 0.142432, , 
8.43, 0.141611, , 
8.44, 0.140838, , 
8.46, 0.139981, , 
8.48, 0.138863, , 
8.49, 0.137924, , 
8.51, 0.137218, , 
8.53, 0.136524, , 
8.54, 0.135715, , 
8.56, 0.134577, , 
8.58, 0.133634, , 
8.59, 0.132924, , 
8.61, 0.132290, , 
8.63, 0.131207, , 
8.64, 0.130279, , 
8.66, 0.129526, , 
8.68, 0.129022, , 
8.69, 0.128487, , 
8.71, 0.127643, , 
8.73, 0.126917, , 
8.74, 0.126231, , 
8.76, 0.125589, , 
8.78, 0.124887, , 
8.79, 0.123884, , 
8.81, 0.123067, , 
8.83, 0.122425, , 
8.84, 0.121985, , 
8.86, 0.121394, , 
8.88, 0.120454, , 
8.89, 0.119713, , 
8.91, 0.119261, , 
8.93, 0.118813, , 
8.94, 0.118178, , 
8.96, 0.117211, , 
8.98, 0.116386, , 
8.99, 0.115736, , 
9.01, 0.115173, , 
9.03, 0.114202, , 
9.04, 0.113341, , 
9.06, 0.112612, , 
9.08, 0.112235, , 
9.09, 0.111858, , 
9.11, 0.111188, , 
9.13, 0.110546, , 
9.14, 0.110026, , 
9.16, 0.109515, , 
9.18, 0.108861, , 
9.19, 0.107893, , 
9.21, 0.107172, , 
9.23, 0.106672, , 
9.24, 0.106288, , 
9.26, 0.105729, , 
9.28, 0.104836, , 
9.29, 0.104143, , 
9.31, 0.103663, , 
9.33, 0.103195, , 
9.35, 0.102473, , 
9.36, 0.101867, , 
9.38, 0.101228, , 
9.39, 0.100701, , 
9.41, 0.100186, , 
9.43, 0.099103, , 
9.44, 0.098457, , 
9.46, 0.098136, , 
9.48, 0.097981, , 
9.49, 0.097676, , 
9.51, 0.097188, , 
9.53, 0.096859, , 
9.54, 0.096645, , 
9.56, 0.096324, , 
9.58, 0.095749, , 
9.59, 0.094972, , 
9.61, 0.094460, , 
9.63, 0.094179, , 
9.64, 0.094004, , 
9.66, 0.093647, , 
9.68, 0.093057, , 
9.69, 0.092620, , 
9.71, 0.092311, , 
9.73, 0.092034, , 
9.75, 0.091546, , 
9.76, 0.091114, , 
9.78, 0.090698, , 
9.79, 0.090305, , 
9.81, 0.089980, , 
9.83, 0.089512, , 
9.84, 0.089096, , 
9.86, 0.088790, , 
9.88, 0.088552, , 
9.89, 0.088200, , 
9.91, 0.087617, , 
9.93, 0.087196, , 
9.94, 0.086959, , 
9.96, 0.086729, , 
9.98, 0.086273, , 
9.99, 0.085658, , 
10.01, 0.085115, , 
10.03, 0.084623, , 
10.04, 0.084366, , 
10.06, 0.084092, , 
10.08, 0.083660, , 
10.09, 0.083243, , 
10.11, 0.083002, , 
10.13, 0.082803, , 
10.15, 0.082379, , 
10.16, 0.081975, , 
10.18, 0.081574, , 
10.19, 0.081221, , 
10.21, 0.080912, , 
10.23, 0.080401, , 
10.24, 0.080004, , 
10.26, 0.079762, , 
10.28, 0.079552, , 
10.29, 0.079247, , 
10.31, 0.078751, , 
10.33, 0.078402, , 
10.34, 0.078236, , 
10.36, 0.078069, , 
10.38, 0.077673, , 
10.39, 0.077015, , 
10.41, 0.076658, , 
10.43, 0.076499, , 
10.44, 0.076448, , 
10.46, 0.076099, , 
10.48, 0.075667, , 
10.49, 0.075318, , 
10.51, 0.075100, , 
10.53, 0.074874, , 
10.54, 0.074485, , 
10.56, 0.074203, , 
10.58, 0.073993, , 
10.59, 0.073862, , 
10.61, 0.073613, , 
10.63, 0.073121, , 
10.64, 0.072792, , 
10.66, 0.072736, , 
10.68, 0.072713, , 
10.69, 0.072495, , 
10.71, 0.072094, , 
10.73, 0.071805, , 
10.74, 0.071749, , 
10.76, 0.071686, , 
10.78, 0.071265, , 
10.79, 0.070841, , 
10.81, 0.070520, , 
10.83, 0.070112, , 
10.84, 0.069854, , 
10.86, 0.069600, , 
10.88, 0.069453, , 
10.89, 0.069327, , 
10.91, 0.069315, , 
10.93, 0.069243, , 
10.94, 0.068918, , 
10.96, 0.068736, , 
10.98, 0.068657, , 
10.99, 0.068522, , 
11.01, 0.068327, , 
11.03, 0.067923, , 
11.04, 0.067574, , 
11.06, 0.067459, , 
11.08, 0.067443, , 
11.09, 0.067213, , 
11.11, 0.066765, , 
11.13, 0.066424, , 
11.14, 0.066309, , 
11.16, 0.066353, , 
11.18, 0.066242, , 
11.19, 0.066020, , 
11.21, 0.065711, , 
11.23, 0.065346, , 
11.24, 0.065223, , 
11.26, 0.065108, , 
11.28, 0.065001, , 
11.29, 0.064914, , 
11.31, 0.064783, , 
11.33, 0.064541, , 
11.34, 0.064125, , 
11.36, 0.063839, , 
11.38, 0.063736, , 
11.39, 0.063700, , 
11.41, 0.063530, , 
11.43, 0.062903, , 
11.44, 0.062424, , 
11.46, 0.062261, , 
11.48, 0.062416, , 
11.49, 0.062440, , 
11.51, 0.062245, , 
11.53, 0.062023, , 
11.54, 0.061912, , 
11.56, 0.061817, , 
11.58, 0.061496, , 
11.59, 0.061286, , 
11.61, 0.061266, , 
11.63, 0.061258, , 
11.64, 0.061127, , 
11.66, 0.060877, , 
11.68, 0.060699, , 
11.69, 0.060635, , 
11.71, 0.060632, , 
11.73, 0.060513, , 
11.74, 0.060251, , 
11.76, 0.060057, , 
11.78, 0.059981, , 
11.79, 0.059942, , 
11.81, 0.059759, , 
11.83, 0.059161, , 
11.84, 0.058792, , 
11.86, 0.058772, , 
11.88, 0.058895, , 
11.90, 0.058859, , 
11.91, 0.058705, , 
11.93, 0.058570, , 
11.94, 0.058526, , 
11.96, 0.058471, , 
11.98, 0.058165, , 
11.99, 0.057674, , 
12.01, 0.057333, , 
12.03, 0.057079, , 
12.04, 0.056908, , 
12.06, 0.056730, , 
12.08, 0.056659, , 
12.09, 0.056742, , 
12.11, 0.056829, , 
12.13, 0.056667, , 
12.14, 0.056258, , 
12.16, 0.056036, , 
12.18, 0.056016, , 
12.19, 0.056020, , 
12.21, 0.055937, , 
12.23, 0.055600, , 
12.24, 0.055287, , 
12.26, 0.055176, , 
12.28, 0.055176, , 
12.30, 0.054978, , 
12.31, 0.054799, , 
12.33, 0.054720, , 
12.34, 0.054767, , 
12.36, 0.054732, , 
12.38, 0.054367, , 
12.39, 0.054113, , 
12.41, 0.054149, , 
12.43, 0.054284, , 
12.44, 0.054331, , 
12.46, 0.054093, , 
12.48, 0.053760, , 
12.49, 0.053641, , 
12.51, 0.053792, , 
12.53, 0.053875, , 
12.54, 0.053653, , 
12.56, 0.053400, , 
12.58, 0.053015, , 
12.59, 0.052408, , 
12.61, 0.051588, , 
12.63, 0.051052, , 
12.64, 0.051143, , 
12.66, 0.051132, , 
12.68, 0.050977, , 
12.69, 0.050676, , 
12.71, 0.050672, , 
12.73, 0.051243, , 
12.74, 0.051952, , 
12.76, 0.052337, , 
12.78, 0.052250, , 
12.79, 0.052119, , 
12.81, 0.052135, , 
12.83, 0.052000, , 
12.84, 0.051802, , 
12.86, 0.051691, , 
12.88, 0.051671, , 
12.89, 0.051750, , 
12.91, 0.051901, , 
12.93, 0.051893, , 
12.94, 0.051710, , 
12.96, 0.051524, , 
12.98, 0.051536, , 
12.99, 0.051516, , 
13.01, 0.051413, , 
13.03, 0.051282, , 
13.04, 0.051255, , 
13.06, 0.051270, , 
13.08, 0.051223, , 
13.09, 0.051017, , 
13.11, 0.050866, , 
13.13, 0.050842, , 
13.14, 0.050933, , 
13.16, 0.050910, , 
13.18, 0.050628, , 
13.19, 0.050442, , 
13.21, 0.050545, , 
13.23, 0.050799, , 
13.24, 0.050842, , 
13.26, 0.050533, , 
13.28, 0.050216, , 
13.29, 0.050121, , 
13.31, 0.050267, , 
13.33, 0.050335, , 
13.34, 0.050275, , 
13.36, 0.050204, , 
13.38, 0.050204, , 
13.39, 0.050172, , 
13.41, 0.050069, , 
13.43, 0.050057, , 
13.44, 0.050121, , 
13.46, 0.050275, , 
13.48, 0.050354, , 
13.49, 0.050208, , 
13.51, 0.050049, , 
13.53, 0.050041, , 
13.54, 0.050243, , 
13.56, 0.050370, , 
13.58, 0.050196, , 
13.59, 0.050025, , 
13.61, 0.050077, , 
13.63, 0.050208, , 
13.64, 0.050267, , 
13.66, 0.050188, , 
13.68, 0.050045, , 
13.69, 0.050077, , 
13.71, 0.050220, , 
13.73, 0.050291, , 
13.74, 0.050180, , 
13.76, 0.050077, , 
13.78, 0.050132, , 
13.79, 0.050208, , 
13.81, 0.050065, , 
13.83, 0.049724, , 
13.84, 0.049680, , 
13.86, 0.049859, , 
13.88, 0.049978, , 
13.89, 0.049986, , 
13.91, 0.049970, , 
13.93, 0.050101, , 
13.94, 0.050327, , 
13.96, 0.050406, , 
13.98, 0.050152, , 
13.99, 0.049966, , 
14.01, 0.049918, , 
14.03, 0.049780, , 
14.05, 0.049756, , 
14.06, 0.049795, , 
14.08, 0.049855, , 
14.09, 0.049962, , 
14.11, 0.050128, , 
14.13, 0.050148, , 
14.14, 0.050128, , 
14.16, 0.050188, , 
14.18, 0.050283, , 
14.19, 0.050224, , 
14.21, 0.050156, , 
14.23, 0.050259, , 
14.24, 0.050477, , 
14.26, 0.050747, , 
14.28, 0.050834, , 
14.29, 0.050656, , 
14.31, 0.050493, , 
14.33, 0.050505, , 
14.34, 0.050703, , 
14.36, 0.050898, , 
14.38, 0.050902, , 
14.39, 0.050858, , 
14.41, 0.050977, , 
14.43, 0.051072, , 
14.45, 0.051175, , 
14.46, 0.051330, , 
14.48, 0.051449, , 
14.49, 0.051584, , 
14.51, 0.051726, , 
14.53, 0.051710, , 
14.54, 0.051742, , 
14.56, 0.051873, , 
14.58, 0.052083, , 
14.59, 0.052174, , 
14.61, 0.052131, , 
14.63, 0.052151, , 
14.64, 0.052381, , 
14.66, 0.052607, , 
14.68, 0.052710, , 
14.69, 0.052622, , 
14.71, 0.052607, , 
14.73, 0.052801, , 
14.74, 0.053066, , 
14.76, 0.053237, , 
14.78, 0.053110, , 
14.79, 0.053027, , 
14.81, 0.053162, , 
14.83, 0.053166, , 
14.85, 0.053094, , 
14.86, 0.053130, , 
14.88, 0.053396, , 
14.89, 0.053729, , 
14.91, 0.054002, , 
14.93, 0.054125, , 
14.94, 0.054232, , 
14.96, 0.054458, , 
14.98, 0.054819, , 
14.99, 0.054985, , 
15.01, 0.054756, , 
15.03, 0.054533, , 
15.04, 0.054664, , 
15.06, 0.055057, , 
15.08, 0.055485, , 
15.09, 0.055636, , 
15.11, 0.055695, , 
15.13, 0.056004, , 
15.14, 0.056373, , 
