Gradient Profiler Text Data File: 4.24.140214_r1_s1.csv
Date: 2014-02-14
Time: 17:32:53

User: MK
Experiment name: test
UV Unit: EM-1
Rotor Manufacturer: Beckman
Rotor Model: SW41Ti
Speed: 35 rpm
Gradient: 11 10.0% to 50.0% w/v
Time: 3
w2t: 1 x 10^0
Sample Volume: 0.9 ml
Number of Tubes: 6
Volume per mm: 0.143 ml/mm

Absorbance Units Full Scale (AUFS): 2.00
Event Mark-triggered gradient; (with distance; auto start and stop)
Delay: Event Mark Delay
UV Wavelength: 254 nm
Samples / sec: 12 Hz
EM1 Speed: 0.20 mm/sec
Distance: 72.00 mm
Number: 1
Dead Volume: 0.241868 ml; Distance due to Dead Volume: 1.69 mm
Total Distance: 72.00 mm

Data Columns:
Distance(mm), Absorbance, Fraction Number, Fraction Volume(ml)
13.03, 0.063173, , 
13.04, 0.063383, , 
13.06, 0.063577, , 
13.08, 0.063914, , 
13.09, 0.064509, , 
13.11, 0.064926, , 
13.13, 0.065298, , 
13.14, 0.065631, , 
13.16, 0.065837, , 
13.18, 0.065905, , 
13.19, 0.065925, , 
13.21, 0.066071, , 
13.23, 0.066155, , 
13.24, 0.065964, , 
13.26, 0.065695, , 
13.28, 0.065798, , 
13.29, 0.066087, , 
13.31, 0.066297, , 
13.33, 0.066341, , 
13.34, 0.066397, , 
13.36, 0.066464, , 
13.38, 0.066313, , 
13.39, 0.066071, , 
13.41, 0.065909, , 
13.43, 0.066111, , 
13.44, 0.066452, , 
13.46, 0.066714, , 
13.48, 0.066726, , 
13.49, 0.066559, , 
13.51, 0.066484, , 
13.53, 0.066559, , 
13.54, 0.066658, , 
13.56, 0.066519, , 
13.58, 0.066151, , 
13.59, 0.066139, , 
13.61, 0.066254, , 
13.63, 0.066293, , 
13.64, 0.066218, , 
13.66, 0.066198, , 
13.68, 0.066274, , 
13.69, 0.066333, , 
13.71, 0.066230, , 
13.73, 0.065925, , 
13.74, 0.065794, , 
13.76, 0.065956, , 
13.78, 0.066182, , 
13.79, 0.066167, , 
13.81, 0.066000, , 
13.83, 0.065996, , 
13.84, 0.066071, , 
13.86, 0.066000, , 
13.88, 0.065782, , 
13.89, 0.065588, , 
13.91, 0.065580, , 
13.93, 0.065675, , 
13.94, 0.065643, , 
13.96, 0.065453, , 
13.98, 0.065247, , 
13.99, 0.065247, , 
14.01, 0.065239, , 
14.03, 0.065048, , 
14.05, 0.064771, , 
14.06, 0.064684, , 
14.08, 0.064545, , 
14.09, 0.064414, , 
14.11, 0.064248, , 
14.13, 0.064002, , 
14.14, 0.063863, , 
14.16, 0.063911, , 
14.18, 0.063922, , 
14.19, 0.063665, , 
14.21, 0.063260, , 
14.23, 0.063217, , 
14.24, 0.063014, , 
14.26, 0.062630, , 
14.28, 0.062424, , 
14.29, 0.062392, , 
14.31, 0.062420, , 
14.33, 0.062360, , 
14.34, 0.062174, , 
14.36, 0.061940, , 
14.38, 0.061857, , 
14.39, 0.061841, , 
14.41, 0.061678, , 
14.43, 0.061337, , 
14.45, 0.060889, , 
14.46, 0.060810, , 
14.48, 0.060945, , 
14.49, 0.060933, , 
14.51, 0.060683, , 
14.53, 0.060358, , 
14.54, 0.060156, , 
14.56, 0.060025, , 
14.58, 0.059930, , 
14.59, 0.059692, , 
14.61, 0.059410, , 
14.63, 0.059327, , 
14.64, 0.059216, , 
14.66, 0.058935, , 
14.68, 0.058617, , 
14.69, 0.058419, , 
14.71, 0.058471, , 
14.73, 0.058471, , 
14.74, 0.058201, , 
14.76, 0.057892, , 
14.78, 0.057749, , 
14.79, 0.057793, , 
14.81, 0.057729, , 
14.83, 0.057495, , 
14.85, 0.057182, , 
14.86, 0.057043, , 
14.88, 0.056992, , 
14.89, 0.056790, , 
14.91, 0.056544, , 
14.93, 0.056294, , 
14.94, 0.056270, , 
14.96, 0.056250, , 
14.98, 0.056028, , 
14.99, 0.055656, , 
15.01, 0.055326, , 
15.03, 0.055374, , 
15.04, 0.055342, , 
15.06, 0.055073, , 
15.08, 0.054787, , 
15.09, 0.054613, , 
15.11, 0.054553, , 
15.13, 0.054458, , 
15.14, 0.054149, , 
15.16, 0.053836, , 
15.18, 0.053828, , 
15.19, 0.053899, , 
15.21, 0.053645, , 
15.23, 0.053340, , 
15.24, 0.053027, , 
15.26, 0.052833, , 
15.28, 0.052674, , 
15.29, 0.052531, , 
15.31, 0.052547, , 
15.33, 0.052539, , 
15.34, 0.052492, , 
15.36, 0.052297, , 
15.38, 0.051869, , 
15.39, 0.051588, , 
15.41, 0.051576, , 
15.43, 0.051707, , 
15.44, 0.051599, , 
15.46, 0.051354, , 
15.48, 0.051080, , 
15.49, 0.051108, , 
15.51, 0.051195, , 
15.53, 0.051104, , 
15.54, 0.050830, , 
15.56, 0.050410, , 
15.58, 0.050176, , 
15.59, 0.050101, , 
15.61, 0.050017, , 
15.63, 0.049887, , 
15.64, 0.049807, , 
15.66, 0.049784, , 
15.68, 0.049744, , 
15.69, 0.049637, , 
15.71, 0.049502, , 
15.73, 0.049470, , 
15.74, 0.049482, , 
15.76, 0.049435, , 
15.78, 0.049197, , 
15.79, 0.048935, , 
15.81, 0.048907, , 
15.83, 0.049018, , 
15.84, 0.049006, , 
15.86, 0.048852, , 
15.88, 0.048566, , 
15.89, 0.048420, , 
15.91, 0.048428, , 
15.93, 0.048400, , 
15.94, 0.048281, , 
15.96, 0.047960, , 
15.98, 0.047635, , 
15.99, 0.047508, , 
16.01, 0.047393, , 
16.03, 0.047353, , 
16.04, 0.047385, , 
16.06, 0.047440, , 
16.08, 0.047420, , 
16.09, 0.047282, , 
16.11, 0.047151, , 
16.13, 0.046901, , 
16.14, 0.046528, , 
16.16, 0.046259, , 
16.18, 0.046084, , 
16.20, 0.046144, , 
16.21, 0.046469, , 
16.23, 0.046635, , 
16.24, 0.046330, , 
16.26, 0.045922, , 
16.28, 0.045751, , 
16.29, 0.045830, , 
16.31, 0.046053, , 
16.33, 0.046175, , 
16.34, 0.046128, , 
16.36, 0.046060, , 
16.38, 0.046053, , 
16.39, 0.045914, , 
16.41, 0.045751, , 
16.43, 0.045716, , 
16.44, 0.045882, , 
16.46, 0.045894, , 
16.48, 0.045636, , 
16.49, 0.045339, , 
16.51, 0.045216, , 
16.53, 0.045375, , 
16.54, 0.045501, , 
16.56, 0.045335, , 
16.58, 0.044895, , 
16.60, 0.044661, , 
16.61, 0.044863, , 
16.63, 0.045156, , 
16.64, 0.045260, , 
16.66, 0.045264, , 
16.68, 0.045291, , 
16.69, 0.045152, , 
16.71, 0.044954, , 
16.73, 0.044831, , 
16.74, 0.044697, , 
16.76, 0.044550, , 
16.78, 0.044589, , 
16.79, 0.044570, , 
16.81, 0.044471, , 
16.83, 0.044459, , 
16.84, 0.044788, , 
16.86, 0.044966, , 
16.88, 0.044855, , 
16.89, 0.044693, , 
16.91, 0.044673, , 
16.93, 0.044792, , 
16.94, 0.044804, , 
16.96, 0.044625, , 
16.98, 0.044411, , 
17.00, 0.044344, , 
17.01, 0.044375, , 
17.03, 0.044352, , 
17.04, 0.044260, , 
17.06, 0.044241, , 
17.08, 0.044360, , 
17.09, 0.044427, , 
17.11, 0.044379, , 
17.13, 0.044288, , 
17.14, 0.044201, , 
17.16, 0.044375, , 
17.18, 0.044661, , 
17.19, 0.044708, , 
17.21, 0.044605, , 
17.23, 0.044629, , 
17.24, 0.044704, , 
17.26, 0.044546, , 
17.28, 0.044363, , 
17.29, 0.044320, , 
17.31, 0.044518, , 
17.33, 0.044776, , 
17.34, 0.044887, , 
17.36, 0.044871, , 
17.38, 0.044792, , 
17.39, 0.044812, , 
17.41, 0.044978, , 
17.43, 0.045073, , 
17.44, 0.045121, , 
17.46, 0.045224, , 
17.48, 0.045410, , 
17.49, 0.045390, , 
17.51, 0.045200, , 
17.53, 0.045093, , 
17.54, 0.045180, , 
17.56, 0.045394, , 
17.58, 0.045390, , 
17.59, 0.045271, , 
17.61, 0.045137, , 
17.63, 0.045303, , 
17.64, 0.045704, , 
17.66, 0.046029, , 
17.68, 0.046152, , 
17.69, 0.046160, , 
17.71, 0.046282, , 
17.73, 0.046346, , 
17.74, 0.046370, , 
17.76, 0.046477, , 
17.78, 0.046639, , 
17.79, 0.046885, , 
17.81, 0.047060, , 
17.83, 0.047099, , 
17.84, 0.047012, , 
17.86, 0.047079, , 
17.88, 0.047516, , 
17.89, 0.047706, , 
17.91, 0.047670, , 
17.93, 0.047646, , 
17.94, 0.047849, , 
17.96, 0.048138, , 
17.98, 0.048352, , 
17.99, 0.048443, , 
18.01, 0.048443, , 
18.03, 0.048661, , 
18.04, 0.048935, , 
18.06, 0.049034, , 
18.08, 0.049058, , 
18.09, 0.049232, , 
18.11, 0.049554, , 
18.13, 0.049815, , 
18.14, 0.049970, , 
18.16, 0.050164, , 
18.18, 0.050362, , 
18.19, 0.050680, , 
18.21, 0.050969, , 
18.23, 0.051132, , 
18.24, 0.051052, , 
18.26, 0.051104, , 
18.28, 0.051548, , 
18.29, 0.051917, , 
18.31, 0.052218, , 
18.33, 0.052591, , 
18.34, 0.053094, , 
18.36, 0.053780, , 
18.38, 0.054232, , 
18.39, 0.054526, , 
18.41, 0.054740, , 
18.43, 0.055263, , 
18.44, 0.055878, , 
18.46, 0.056314, , 
18.48, 0.056675, , 
18.49, 0.057162, , 
18.51, 0.057995, , 
18.53, 0.058550, , 
18.54, 0.059030, , 
18.56, 0.059720, , 
18.58, 0.060632, , 
18.59, 0.061698, , 
18.61, 0.062372, , 
18.63, 0.062963, , 
18.64, 0.063574, , 
18.66, 0.064446, , 
18.68, 0.065778, , 
18.69, 0.066730, , 
18.71, 0.067574, , 
18.73, 0.068510, , 
18.75, 0.069933, , 
18.76, 0.071099, , 
18.78, 0.072209, , 
18.79, 0.073450, , 
18.81, 0.074759, , 
18.83, 0.076543, , 
18.84, 0.078034, , 
18.86, 0.079413, , 
18.88, 0.080793, , 
18.89, 0.082363, , 
18.91, 0.084584, , 
18.93, 0.086324, , 
18.94, 0.087946, , 
18.96, 0.089603, , 
18.98, 0.091229, , 
18.99, 0.092732, , 
19.01, 0.093953, , 
19.03, 0.095896, , 
19.04, 0.098286, , 
19.06, 0.100578, , 
19.08, 0.103223, , 
19.09, 0.105320, , 
19.11, 0.107929, , 
19.13, 0.111145, , 
19.15, 0.114880, , 
19.16, 0.117544, , 
19.18, 0.119994, , 
19.19, 0.122694, , 
19.21, 0.125553, , 
19.23, 0.129276, , 
19.24, 0.132099, , 
19.26, 0.134740, , 
19.28, 0.137575, , 
19.29, 0.140790, , 
19.31, 0.144953, , 
19.33, 0.148106, , 
19.34, 0.151051, , 
19.36, 0.154061, , 
19.38, 0.157146, , 
19.39, 0.161118, , 
19.41, 0.164393, , 
19.43, 0.167700, , 
19.44, 0.171134, , 
19.46, 0.174655, , 
19.48, 0.178857, , 
19.49, 0.182196, , 
19.51, 0.185574, , 
19.53, 0.189111, , 
19.55, 0.193373, , 
19.56, 0.196585, , 
19.58, 0.199578, , 
19.59, 0.202921, , 
19.61, 0.206616, , 
19.63, 0.211053, , 
19.64, 0.214581, , 
19.66, 0.217916, , 
19.68, 0.221211, , 
19.69, 0.224656, , 
19.71, 0.228966, , 
19.73, 0.232376, , 
19.74, 0.235706, , 
19.76, 0.239089, , 
19.78, 0.243184, , 
19.79, 0.246408, , 
19.81, 0.249532, , 
19.83, 0.252791, , 
19.84, 0.256074, , 
19.86, 0.259817, , 
19.88, 0.262672, , 
19.89, 0.265416, , 
19.91, 0.268159, , 
19.93, 0.271046, , 
19.94, 0.274511, , 
19.96, 0.276918, , 
19.98, 0.279091, , 
19.99, 0.281474, , 
20.01, 0.284063, , 
20.03, 0.287024, , 
20.04, 0.289245, , 
20.06, 0.291433, , 
20.08, 0.293674, , 
20.09, 0.295930, , 
20.11, 0.298507, , 
20.13, 0.300477, , 
20.14, 0.302329, , 
20.16, 0.304200, , 
20.18, 0.306143, , 
20.19, 0.307717, , 
20.21, 0.309307, , 
20.23, 0.311012, , 
20.24, 0.312650, , 
20.26, 0.314335, , 
20.28, 0.315647, , 
20.29, 0.316904, , 
20.31, 0.318375, , 
20.33, 0.319921, , 
20.34, 0.321658, , 
20.36, 0.322677, , 
20.38, 0.323521, , 
20.39, 0.324533, , 
20.41, 0.325559, , 
20.43, 0.326709, , 
20.44, 0.327490, , 
20.46, 0.328208, , 
20.48, 0.328898, , 
20.49, 0.329501, , 
20.51, 0.330119, , 
20.53, 0.330611, , 
20.54, 0.331174, , 
20.56, 0.331804, , 
20.58, 0.332324, , 
20.59, 0.332443, , 
20.61, 0.332447, , 
20.63, 0.332435, , 
20.64, 0.332692, , 
20.66, 0.333204, , 
20.68, 0.333465, , 
20.69, 0.333727, , 
20.71, 0.334005, , 
20.73, 0.334369, , 
20.74, 0.334798, , 
20.76, 0.334917, , 
20.78, 0.334964, , 
20.79, 0.335044, , 
20.81, 0.335135, , 
20.83, 0.335059, , 
20.84, 0.334968, , 
20.86, 0.334960, , 
20.88, 0.334952, , 
20.90, 0.334889, , 
20.91, 0.334738, , 
20.93, 0.334564, , 
20.94, 0.334453, , 
20.96, 0.334512, , 
20.98, 0.334457, , 
20.99, 0.334163, , 
21.01, 0.333834, , 
21.03, 0.333715, , 
21.04, 0.333632, , 
21.06, 0.333410, , 
21.08, 0.333089, , 
21.09, 0.332748, , 
21.11, 0.332577, , 
21.13, 0.332423, , 
21.14, 0.332149, , 
21.16, 0.331824, , 
21.18, 0.331447, , 
21.19, 0.331221, , 
21.21, 0.330972, , 
21.23, 0.330492, , 
21.24, 0.329972, , 
21.26, 0.329437, , 
21.28, 0.329009, , 
21.30, 0.328597, , 
21.31, 0.328434, , 
21.33, 0.328216, , 
21.34, 0.328026, , 
21.36, 0.327812, , 
21.38, 0.327391, , 
21.39, 0.326781, , 
21.41, 0.326166, , 
21.43, 0.325900, , 
21.44, 0.325678, , 
21.46, 0.325163, , 
21.48, 0.324628, , 
21.49, 0.324088, , 
21.51, 0.323597, , 
21.53, 0.323089, , 
21.54, 0.322495, , 
21.56, 0.321765, , 
21.58, 0.320940, , 
21.59, 0.320421, , 
21.61, 0.319905, , 
21.63, 0.319085, , 
21.64, 0.318514, , 
21.66, 0.318205, , 
21.68, 0.317879, , 
21.70, 0.317178, , 
21.71, 0.316353, , 
21.73, 0.315441, , 
21.74, 0.314735, , 
21.76, 0.314236, , 
21.78, 0.313379, , 
21.79, 0.312511, , 
21.81, 0.311643, , 
21.83, 0.310992, , 
21.84, 0.310338, , 
21.86, 0.309418, , 
21.88, 0.308681, , 
21.89, 0.307983, , 
21.91, 0.307380, , 
21.93, 0.306433, , 
21.94, 0.305390, , 
21.96, 0.304442, , 
21.98, 0.303808, , 
21.99, 0.303154, , 
22.01, 0.302008, , 
22.03, 0.300997, , 
22.04, 0.300025, , 
22.06, 0.299113, , 
22.08, 0.298182, , 
22.09, 0.297052, , 
22.11, 0.295977, , 
22.13, 0.294950, , 
22.14, 0.294003, , 
22.16, 0.293103, , 
22.18, 0.291874, , 
22.19, 0.290783, , 
22.21, 0.289772, , 
22.23, 0.288836, , 
22.24, 0.287746, , 
22.26, 0.286136, , 
22.28, 0.284812, , 
22.29, 0.283630, , 
22.31, 0.282695, , 
22.33, 0.281398, , 
22.34, 0.280201, , 
22.36, 0.278944, , 
22.38, 0.277746, , 
22.39, 0.276466, , 
22.41, 0.274753, , 
22.43, 0.273627, , 
22.44, 0.272612, , 
22.46, 0.271637, , 
22.48, 0.270606, , 
22.49, 0.269155, , 
22.51, 0.267810, , 
22.53, 0.266454, , 
22.54, 0.265336, , 
22.56, 0.264095, , 
22.58, 0.262184, , 
22.59, 0.260705, , 
22.61, 0.259544, , 
22.63, 0.258410, , 
22.64, 0.257149, , 
22.66, 0.255634, , 
22.68, 0.254397, , 
22.69, 0.253200, , 
22.71, 0.252006, , 
22.73, 0.250393, , 
22.74, 0.248822, , 
22.76, 0.247213, , 
22.78, 0.245841, , 
22.79, 0.244675, , 
22.81, 0.243228, , 
22.83, 0.241943, , 
22.84, 0.240702, , 
22.86, 0.239568, , 
22.88, 0.238482, , 
22.89, 0.237130, , 
22.91, 0.235905, , 
22.93, 0.234624, , 
22.94, 0.233375, , 
22.96, 0.232122, , 
22.98, 0.230397, , 
22.99, 0.228982, , 
23.01, 0.227900, , 
23.03, 0.226793, , 
23.05, 0.225096, , 
23.06, 0.223645, , 
23.08, 0.222293, , 
23.09, 0.221024, , 
23.11, 0.219823, , 
23.13, 0.218055, , 
23.14, 0.216496, , 
23.16, 0.215184, , 
23.18, 0.214018, , 
23.19, 0.212682, , 
23.21, 0.210842, , 
23.23, 0.209490, , 
23.24, 0.208154, , 
23.26, 0.206751, , 
23.28, 0.205458, , 
23.29, 0.204066, , 
23.31, 0.202968, , 
23.33, 0.201969, , 
23.34, 0.201025, , 
23.36, 0.199911, , 
23.38, 0.198504, , 
23.39, 0.197457, , 
23.41, 0.196501, , 
23.43, 0.195459, , 
23.45, 0.193984, , 
23.46, 0.192893, , 
23.48, 0.191997, , 
23.49, 0.191176, , 
23.51, 0.190269, , 
23.53, 0.188924, , 
23.54, 0.187640, , 
23.56, 0.186446, , 
23.58, 0.185503, , 
23.59, 0.184496, , 
23.61, 0.183179, , 
23.63, 0.182156, , 
23.64, 0.181280, , 
23.66, 0.180384, , 
23.68, 0.179460, , 
23.69, 0.178382, , 
23.71, 0.177525, , 
23.73, 0.176835, , 
23.74, 0.176138, , 
23.76, 0.175202, , 
23.78, 0.173866, , 
23.79, 0.172946, , 
23.81, 0.172331, , 
23.83, 0.171764, , 
23.85, 0.170963, , 
23.86, 0.170186, , 
23.88, 0.169385, , 
23.89, 0.168715, , 
23.91, 0.168192, , 
23.93, 0.167490, , 
23.94, 0.166852, , 
23.96, 0.166130, , 
23.98, 0.165408, , 
23.99, 0.164691, , 
24.01, 0.163882, , 
24.03, 0.163478, , 
24.04, 0.163180, , 
24.06, 0.162780, , 
24.08, 0.162237, , 
24.09, 0.161559, , 
24.11, 0.161035, , 
24.13, 0.160591, , 
24.14, 0.160214, , 
24.16, 0.159461, , 
24.18, 0.158763, , 
24.19, 0.158442, , 
24.21, 0.158438, , 
24.23, 0.158268, , 
24.24, 0.157728, , 
24.26, 0.157181, , 
24.28, 0.156920, , 
24.29, 0.156797, , 
24.31, 0.156781, , 
24.33, 0.156797, , 
24.34, 0.156757, , 
24.36, 0.156773, , 
24.38, 0.156860, , 
24.39, 0.156809, , 
24.41, 0.156749, , 
24.43, 0.156967, , 
24.44, 0.157292, , 
24.46, 0.157443, , 
24.48, 0.157439, , 
24.49, 0.157602, , 
24.51, 0.158030, , 
24.53, 0.158609, , 
24.54, 0.159045, , 
24.56, 0.159390, , 
24.58, 0.159643, , 
24.59, 0.160119, , 
24.61, 0.160781, , 
24.63, 0.161428, , 
24.64, 0.162272, , 
24.66, 0.162934, , 
24.68, 0.163656, , 
24.69, 0.164473, , 
24.71, 0.165496, , 
24.73, 0.167046, , 
24.74, 0.168477, , 
24.76, 0.170032, , 
24.78, 0.171503, , 
24.79, 0.172866, , 
24.81, 0.174528, , 
24.83, 0.176344, , 
24.84, 0.178370, , 
24.86, 0.180396, , 
24.88, 0.182795, , 
24.89, 0.184912, , 
24.91, 0.187212, , 
24.93, 0.189745, , 
24.94, 0.192366, , 
24.96, 0.195470, , 
24.98, 0.198210, , 
24.99, 0.201160, , 
25.01, 0.203936, , 
25.03, 0.206303, , 
25.04, 0.209705, , 
25.06, 0.213301, , 
25.08, 0.217361, , 
25.09, 0.221219, , 
25.11, 0.224934, , 
25.13, 0.229632, , 
25.14, 0.234188, , 
25.16, 0.239402, , 
25.18, 0.244643, , 
25.19, 0.249584, , 
25.21, 0.255575, , 
25.23, 0.260892, , 
25.24, 0.266395, , 
25.26, 0.271617, , 
25.28, 0.277992, , 
25.29, 0.283841, , 
25.31, 0.290196, , 
25.33, 0.296635, , 
25.34, 0.303023, , 
25.36, 0.310790, , 
25.38, 0.317344, , 
25.39, 0.323926, , 
25.41, 0.330698, , 
25.43, 0.337589, , 
25.44, 0.346161, , 
25.46, 0.353599, , 
25.48, 0.361085, , 
25.49, 0.368301, , 
25.51, 0.375402, , 
25.53, 0.384121, , 
25.54, 0.391559, , 
25.56, 0.399010, , 
25.58, 0.406305, , 
25.60, 0.414845, , 
25.61, 0.421788, , 
25.63, 0.428735, , 
25.64, 0.435871, , 
25.66, 0.442913, , 
25.68, 0.451136, , 
25.69, 0.457920, , 
25.71, 0.464792, , 
25.73, 0.471544, , 
25.74, 0.477927, , 
25.76, 0.485441, , 
25.78, 0.491515, , 
25.79, 0.497669, , 
25.81, 0.503699, , 
25.83, 0.509599, , 
25.84, 0.516593, , 
25.86, 0.522485, , 
25.88, 0.528417, , 
25.89, 0.533971, , 
25.91, 0.539241, , 
25.93, 0.545422, , 
25.94, 0.550517, , 
25.96, 0.555457, , 
25.98, 0.560203, , 
26.00, 0.565608, , 
26.01, 0.570013, , 
26.03, 0.574362, , 
26.04, 0.578601, , 
26.06, 0.582490, , 
26.08, 0.586875, , 
26.09, 0.590527, , 
26.11, 0.593770, , 
26.13, 0.596585, , 
26.14, 0.599361, , 
26.16, 0.602398, , 
26.18, 0.604618, , 
26.19, 0.606811, , 
26.21, 0.608924, , 
26.23, 0.610942, , 
26.24, 0.613238, , 
26.26, 0.615014, , 
26.28, 0.616656, , 
26.29, 0.617936, , 
26.31, 0.619209, , 
26.33, 0.620680, , 
26.34, 0.621838, , 
26.36, 0.622778, , 
26.38, 0.623281, , 
26.39, 0.623935, , 
26.41, 0.624554, , 
26.43, 0.625165, , 
26.44, 0.625692, , 
26.46, 0.626013, , 
26.48, 0.626318, , 
26.49, 0.626560, , 
26.51, 0.626691, , 
26.53, 0.626390, , 
26.54, 0.625815, , 
26.56, 0.625260, , 
26.58, 0.624867, , 
26.59, 0.624356, , 
26.61, 0.623590, , 
26.63, 0.622476, , 
26.64, 0.621489, , 
26.66, 0.620498, , 
26.68, 0.619463, , 
26.69, 0.618293, , 
26.71, 0.616711, , 
26.73, 0.615308, , 
26.74, 0.613868, , 
26.76, 0.612195, , 
26.78, 0.610360, , 
26.79, 0.608294, , 
26.81, 0.606621, , 
26.83, 0.604813, , 
26.84, 0.602814, , 
26.86, 0.600741, , 
26.88, 0.598191, , 
26.89, 0.596177, , 
26.91, 0.594199, , 
26.93, 0.591982, , 
26.94, 0.589686, , 
26.96, 0.587105, , 
26.98, 0.585016, , 
26.99, 0.582795, , 
27.01, 0.580444, , 
27.03, 0.577558, , 
27.04, 0.575254, , 
27.06, 0.572947, , 
27.08, 0.570465, , 
27.09, 0.567800, , 
27.11, 0.564624, , 
27.13, 0.562202, , 
27.14, 0.559708, , 
27.16, 0.557008, , 
27.18, 0.554264, , 
27.19, 0.551088, , 
27.21, 0.549034, , 
27.23, 0.545493, , 
27.24, 0.542460, , 
27.26, 0.539300, , 
27.28, 0.535886, , 
27.29, 0.533278, , 
27.31, 0.530566, , 
27.33, 0.527532, , 
27.34, 0.524360, , 
27.36, 0.520899, , 
27.38, 0.518151, , 
27.39, 0.515229, , 
27.41, 0.512105, , 
27.43, 0.508394, , 
27.44, 0.505380, , 
27.46, 0.502446, , 
27.48, 0.499441, , 
27.49, 0.496293, , 
27.51, 0.492689, , 
27.53, 0.489909, , 
27.54, 0.486959, , 
27.56, 0.483684, , 
27.58, 0.480413, , 
27.59, 0.476825, , 
27.61, 0.473931, , 
27.63, 0.470909, , 
27.64, 0.467805, , 
27.66, 0.464629, , 
27.68, 0.460902, , 
27.69, 0.457920, , 
27.71, 0.455018, , 
27.73, 0.452084, , 
27.75, 0.448551, , 
27.76, 0.445693, , 
27.78, 0.442703, , 
27.79, 0.439515, , 
27.81, 0.436430, , 
27.83, 0.432922, , 
27.84, 0.430154, , 
27.86, 0.427386, , 
27.88, 0.424468, , 
27.89, 0.421435, , 
27.91, 0.418049, , 
27.93, 0.415512, , 
27.94, 0.412804, , 
27.96, 0.409842, , 
27.98, 0.406801, , 
27.99, 0.403613, , 
28.01, 0.401690, , 
28.03, 0.398415, , 
28.04, 0.395786, , 
28.06, 0.393173, , 
28.08, 0.390160, , 
28.09, 0.387836, , 
28.11, 0.385457, , 
28.13, 0.382884, , 
28.15, 0.379792, , 
28.16, 0.377536, , 
28.18, 0.375256, , 
28.19, 0.372782, , 
28.21, 0.370335, , 
28.23, 0.367516, , 
28.24, 0.365106, , 
28.26, 0.362469, , 
28.28, 0.359995, , 
28.29, 0.357747, , 
28.31, 0.355439, , 
28.33, 0.353540, , 
28.34, 0.351454, , 
28.36, 0.349091, , 
28.38, 0.346700, , 
28.39, 0.344294, , 
28.41, 0.342442, , 
28.43, 0.340519, , 
28.44, 0.338580, , 
28.46, 0.336657, , 
28.48, 0.334397, , 
28.49, 0.332554, , 
28.51, 0.330710, , 
28.53, 0.328878, , 
28.55, 0.326777, , 
28.56, 0.325107, , 
28.58, 0.323276, , 
28.59, 0.321329, , 
28.61, 0.319608, , 
28.63, 0.317883, , 
28.64, 0.316579, , 
28.66, 0.315048, , 
28.68, 0.313284, , 
28.69, 0.311436, , 
28.71, 0.309438, , 
28.73, 0.308011, , 
28.74, 0.306492, , 
28.76, 0.304890, , 
28.78, 0.303098, , 
28.79, 0.302016, , 
28.81, 0.300109, , 
28.83, 0.298582, , 
28.84, 0.297123, , 
28.86, 0.295493, , 
28.88, 0.294165, , 
28.89, 0.292738, , 
28.91, 0.291223, , 
28.93, 0.289736, , 
28.94, 0.288400, , 
28.96, 0.287207, , 
28.98, 0.285700, , 
28.99, 0.284265, , 
29.01, 0.283040, , 
29.03, 0.281783, , 
29.04, 0.280823, , 
29.06, 0.279812, , 
29.08, 0.278670, , 
29.09, 0.277429, , 
29.11, 0.276042, , 
29.13, 0.275142, , 
29.14, 0.273567, , 
29.16, 0.272279, , 
29.18, 0.270685, , 
29.19, 0.269630, , 
29.21, 0.268584, , 
29.23, 0.267529, , 
29.24, 0.266355, , 
29.26, 0.264864, , 
29.28, 0.263873, , 
29.29, 0.262692, , 
29.31, 0.261502, , 
29.33, 0.260396, , 
29.34, 0.259345, , 
29.36, 0.258469, , 
29.38, 0.257391, , 
29.39, 0.256273, , 
29.41, 0.255206, , 
29.43, 0.254207, , 
29.44, 0.253430, , 
29.46, 0.252383, , 
29.48, 0.251459, , 
29.49, 0.249996, , 
29.51, 0.248997, , 
29.53, 0.248133, , 
29.54, 0.247114, , 
29.56, 0.246142, , 
29.58, 0.245107, , 
29.59, 0.244124, , 
29.61, 0.243085, , 
29.63, 0.242130, , 
29.64, 0.241261, , 
29.66, 0.240341, , 
29.68, 0.239541, , 
29.69, 0.238569, , 
29.71, 0.237399, , 
29.73, 0.236174, , 
29.74, 0.235136, , 
29.76, 0.234418, , 
29.78, 0.233498, , 
29.79, 0.232388, , 
29.81, 0.231297, , 
29.83, 0.230239, , 
29.84, 0.229101, , 
29.86, 0.228181, , 
29.88, 0.227202, , 
29.90, 0.226191, , 
29.91, 0.225358, , 
29.93, 0.224335, , 
29.94, 0.223292, , 
29.96, 0.222523, , 
29.98, 0.221726, , 
29.99, 0.221012, , 
30.01, 0.220089, , 
30.03, 0.219109, , 
30.04, 0.218193, , 
30.06, 0.217270, , 
30.08, 0.216584, , 
30.09, 0.215727, , 
30.11, 0.214811, , 
30.13, 0.214026, , 
30.14, 0.213277, , 
30.16, 0.212710, , 
30.18, 0.211624, , 
30.19, 0.210870, , 
30.21, 0.210188, , 
30.23, 0.209407, , 
30.24, 0.208578, , 
30.26, 0.207433, , 
30.28, 0.206350, , 
30.30, 0.205438, , 
30.31, 0.204947, , 
30.33, 0.204284, , 
30.34, 0.203610, , 
30.36, 0.203055, , 
30.38, 0.202520, , 
30.39, 0.201870, , 
30.41, 0.200942, , 
